UniqueCount	AmbigCount
56699	12
54675	1
259576	12
96930	5
38434	11
145521	14
84530	4
8726	0
4018	4569
70411	19
43224	2
184	0
93048	3
23	235
28	205
6	253
0	0
1	0
2	0
0	175
0	187
1	119
23	191
140	1315
602	1115
0	822
1248	0
0	0
317	416
92	416
0	47
0	0
0	0
0	0
14	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
58	157
2329	0
0	0
3	874
0	406
3	471
14	18
4	10
0	17
0	0
0	0
0	826
1	827
934	260
4	8
2	0
0	121
11	131
1	54
1	10
0	7
549	154
2	154
280	901
115	809
0	215
746	181
0	153
0	180
2	172
5	169
0	163
0	90
0	62
0	81
7	896
0	903
3	0
0	0
0	0
0	2
0	6
0	2
0	1
0	0
0	11
0	969
8	0
5	0
2	0
0	953
6	969
36	4
2	4
171	536
0	409
0	3
0	532
5	244
340	244
0	1031
26	1038
0	164
801	164
2	82
0	95
0	54
1	94
0	83
1	6
0	86
0	0
0	0
14	285
52	271
5	41
364	1
4	14
0	0
1	14
14	414
10	82
136	446
1348	1257
38	403
16	1257
124	0
1	0
635	657
0	657
0	0
0	0
0	0
0	0
0	0
0	0
0	0
52	156
0	0
0	21
207	681
0	461
0	118
0	681
309	69
0	69
3	630
2	100
0	424
46	668
294	87
14	87
1	287
21	252
0	225
0	0
0	0
0	0
93	0
0	0
0	9
0	1
0	9
1130	435
1	435
28	918
63	963
1	2
1	0
141	675
26	675
5	15
2	6
0	9
0	71
51	0
326	47
0	13
0	5
1	36
0	3
0	0
0	0
0	0
0	0
4	747
202	763
13	422
2	43
5	2
2	777
12	128
24	657
306	491
1452	0
1203	0
39	953
14	953
14	1102
40	856
33	575
68	241
17	450
16	888
0	0
0	0
0	0
0	0
34	6198
79	5863
11	695
0	268
0	0
1	542
0	0
2	850
1	0
3	6417
44	260
347	127
17	387
0	0
0	0
8	25
875	390
6	341
65	384
1	6
0	0
0	0
0	0
0	59
2	59
107	161
8	161
4154	0
2	1
0	37
0	2
0	55
0	54
262	127
0	79
0	75
0	140
0	81
0	122
0	0
0	0
32	0
0	19
3	15
0	15
0	11
691	862
12	600
2	299
2	470
0	719
1	248
13	2487
0	2799
16999	8937
0	147
0	0
0	0
17	2539
26	2022
111	2470
0	1597
134	165
0	0
0	0
0	884
51	563
0	1219
0	1444
6	500
31	551
8	537
247	2549
15	2549
11	2080
45	2080
1	2668
1	57
0	1886
4	1551
915	162
22	60
45	222
0	0
0	0
0	0
0	1
0	1
0	0
1	8
0	8
0	13
15373	221
9	220
87	1365
39	0
1	1365
270	395
0	397
0	0
0	0
1253	0
0	0
23	147
16	293
0	24
5	32
2	27
2	291
16	676
164	676
100	946
28	985
44	984
101	75
0	75
125	0
0	0
1	196
53	196
1850	543
5	36
1	250
0	331
5	1
39	75
48	561
1002	0
852	9
1	9
6	343
4	341
4	42
5	52
6	51
14	299
8	0
5	3055
110	3064
5	2894
3	1007
5	853
3	916
0	668
1	46
4	95
127	1121
11	574
19	574
7	71
0	577
239	251
520	500
61	249
0	0
2669	2648
20	1205
134	1763
4358	736
6	620
0	10
0	10
29	0
0	0
728	6101
124	6101
4	2986
0	121
0	40
28	119
1	52
0	452
0	51
403	452
10	226
0	225
0	1372
32	1484
0	0
0	0
0	0
0	0
0	1562
0	1715
70	1461
960	62
209	72
11	15
29	61
0	0
0	61
0	0
7	126
0	126
0	98
0	0
29	2234
4	1187
50	1145
56	323
2	1791
209	1068
276	727
0	39
0	112
71	260
4	713
98	406
191	406
836	0
14	378
4	1423
0	417
343	528
59	651
0	651
0	0
7	2668
646	0
426	409
0	409
1471	486
0	486
0	0
0	0
14	1
1306	0
7739	0
116	128
0	1
11	12
0	7
0	128
6177	338
0	162
0	162
0	56
609	56
1028	26742
0	21538
0	13082
0	0
0	0
0	0
0	0
224	914
19	914
949	2394
0	0
924	504
3	504
2	495
23	144
637	0
0	71
5	70
0	71
0	68
0	0
0	0
577	3643
68	3643
18	108
3	1
0	2
0	2
0	1
1	1
1	2
0	3
0	568
1	0
115	568
23	0
14	0
2568	633
22	624
9	9
17	68
0	950
1	2
0	47
0	961
0	0
7	198
0	198
0	86
52	197
0	192
0	3
12	3
0	35
4	81
0	16
2	95
0	0
173	0
0	5
0	5
7	452
0	59
0	238
2	188
0	452
0	0
0	160
0	195
0	314
13	362
0	0
0	0
22	121
341	124
0	0
823	0
770	0
0	14
13	32
1	31
17	1310
30	431
0	89
0	108
12	1310
0	0
0	0
0	0
0	0
0	0
0	1
2	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
734	250
2	0
44	792
7	118
0	0
0	0
43	927
0	562
0	117
0	97
233	910
97	155
0	149
2047	5807
73	2425
14	4401
61	200
46	1
6	1453
908	0
0	0
3	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
401	1347
8	176
0	1347
0	0
0	0
0	0
0	0
7	98
474	98
775	0
0	173
10	174
8	14
0	166
1	174
270	877
12	160
4	752
1	137
4	397
9	230
15	0
127	0
71	1384
3485	1439
25	467
0	0
155	0
0	0
0	0
0	0
6	56
7	14
0	56
0	0
383	1214
0	574
85	1788
0	1267
55	1267
50	450
0	41
66	50
27	500
0	0
0	0
0	0
0	0
0	0
0	0
0	0
43	2380
0	153
0	2295
1	0
107	71
9	71
40	1523
0	1720
2	953
0	0
20	17
0	1733
7	0
0	0
0	0
24	2025
0	2296
271	798
1169	905
4	17
0	17
0	7
0	7
0	0
0	0
245	92
1	0
4	0
717	79
3	79
585	2231
220	2231
377	64
0	17
1	47
0	0
30	301
0	301
3	213
0	49
1	32
0	0
1394	15
3	119
38	0
2	12
0	29
10	29
29	16
379	238
0	190
2618	3
0	0
0	0
741	274
117	8
5	266
0	0
0	10
0	7
1	9
1	1
0	1
6758	777
0	0
3	777
15	221
19	221
0	0
0	0
0	0
735	0
2	20
314	2524
13	2524
3	72
0	354
0	0
0	0
433	293
0	293
0	0
181	0
771	0
18	0
280	295
21	283
1	195
0	604
26	920
0	9
0	9
53	9
1	0
1386	1005
7	1005
353	18
1	6
2	2
0	14
0	2
1	984
0	280
3	0
0	907
1528	128
1	127
269	0
1	3
0	3
0	0
4	0
0	0
141	0
3	1054
1	0
3	82
0	1108
0	133
0	430
0	2
0	1
0	1
223	439
299	0
42	9999
0	4391
563	9446
3	7994
1	1
4	4087
1	596
21	44
23	6
6	1019
189	10283
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	55
8	55
664	0
176	129
0	129
990	419
0	230
0	189
1192	229
4	126
0	223
4	0
2	0
0	1233
1	1233
0	1097
0	516
22	1406
0	1549
38	1835
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
24	1273
1	236
0	1146
2	90
1	87
1	89
1605	0
24	210
0	178
16	252
28	31
143	31
12188	2377
1	1060
1	366
2	23
4	0
0	0
0	0
0	0
0	0
13	388
1	69
0	388
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
93	767
0	520
0	20
0	26
3	19
0	0
66	6
13	1
0	415
38	4
0	2
0	2
0	0
0	2
0	0
6	2
1178	0
1675	0
0	1221
114	210
75	302
2	49
5	78
2	186
0	51
0	16
0	61
2	14
78	0
0	161
3	127
218	288
3341	1827
0	1827
3448	1
1	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	414
0	256
0	0
294	281
2	0
2	69
3	202
0	93
3	61
77	185
0	200
0	164
1	1
253	2461
50	5787
1542	5574
0	81
3	0
1	0
0	7
58	81
0	2
0	2
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
144	1466
0	1466
0	0
1841	209
1	209
0	1737
1	11
0	54
72	1737
416	63
1	63
0	0
456	67
2	0
3	67
0	0
12	664
322	664
7	1299
0	11520
0	341
127	11542
5	9261
207	495
3	495
270	558
0	557
0	0
0	0
56	164
0	0
13	651
10	692
27	608
3	29
0	0
0	0
0	8
0	6
0	9
0	9
2	0
0	1
0	1
13	914
10	914
0	13
0	13
0	8
0	0
0	1
331	1210
2	1210
333	0
31	0
7	14
85	241
0	241
0	0
0	0
0	0
602	0
3	0
19563	2
0	0
0	0
51	369
75	384
40	75
27	1093
0	1093
200	771
0	212
15	136
1	179
1	157
0	141
1	20
30	706
25	0
0	0
0	0
1	0
633	1231
68	210
24	1441
0	0
0	0
1799	99
0	48
12	51
0	0
3	34
1	36
0	28
0	0
0	26
0	2
6	28
0	0
0	0
0	0
0	0
0	0
3	51
0	51
0	0
0	1
0	0
0	0
0	0
0	0
3641	2091
209	2081
2	1407
4	1809
0	1452
63	265
0	141
0	1324
0	1452
19	6
0	6
488	6
534	331
11	331
0	7
1	1
0	1
3	0
0	0
0	0
0	2
0	0
0	2
5	525
0	6
5	174
69	705
0	0
0	0
0	0
0	0
0	0
252	977
112	153
0	153
922	342
0	1
8	157
0	294
185	258
6	79
9	3682
0	938
0	0
261	1022
6	1022
9	9
32	1493
19	1227
3	123
0	0
0	1459
3669	718
9	176
4	39
11	520
11	24
0	1
0	335
1	306
6	66
0	2
32	345
5	138
9	528
16	527
281	34
10	906
1	29
0	223
1	292
0	956
0	945
0	0
745	53
21	78
6	3682
119	8
0	8
3	0
1338	218
11	71
0	147
266	0
1	0
0	0
0	0
0	0
0	0
1	135
55	219
0	218
3	6
1	1526
11	1526
0	0
6	12
0	12
169	197
19	44
0	74
4	167
2169	0
172	1
517	26
1	26
2	3055
198	3055
228	0
0	0
0	0
