"",X12656,X12657,X12658,X12659,X12660,X12661,X12662,X12663,X12664,X12665,X12666,X12667
ENSRNOG00000000156,0.0976738888924203,0.0,0.0,0.0,0.0,0.175403215132264,4.5853511502588,7.3789607861377,4.69880031416135,4.87867847999162,3.26937256318666,3.86494398779961
ENSRNOG00000007666,1.07441277781662,0.624647551261043,0.7638509493538,0.66296392336559,0.77345578183432,0.482358841613726,5.608867032013,4.88538093427048,5.94626942411569,5.88957582269259,5.06080958411086,5.16999000965402
ENSRNOG00000017109,0.830228055585572,1.07082437359036,1.06090409632472,0.899736753139014,0.464073469100592,0.526209645396792,6.22297656106552,5.64872170525024,4.69880031416135,5.14239083026144,4.70252217992602,5.72212486505396
ENSRNOG00000060522,0.537206388908312,0.26770609339759,0.297053146970922,0.710318489320275,0.309382312733728,0.350806430264528,5.85451084363401,4.4782658564146,7.69272617805177,6.1093361145841,3.94116144603323,5.42096039847217
ENSRNOG00000007951,0.390695555569681,0.312323775630521,0.0,0.047354565954685,0.0515637187889547,0.131552411349198,3.47995399796427,3.5113675465069,3.24341968588128,2.72502761945478,3.09022886109424,2.4093157326543
ENSRNOG00000050933,0.879065000031783,0.758500597959838,0.976031768618745,0.947091319093699,0.360946031522683,0.833165271878255,3.84841971539578,4.78360216480651,5.53044638746424,4.96658259674823,5.10559550963396,5.27037816518128
ENSRNOG00000021817,0.634880277800732,0.356941457863453,0.466797802382878,0.18941826381874,0.77345578183432,0.394657234047594,3.35713209215377,3.91848262436278,3.160255078551,4.13149348756047,4.38902070126428,3.96533214332687
ENSRNOG00000029399,0.341858611123471,0.758500597959838,0.297053146970922,0.710318489320275,0.721892063045366,0.570060449179858,4.62629178552897,4.12204016329071,3.74240732986302,5.75771964755768,5.01602365858775,4.8186314653086
ENSRNOG00000013541,1.51394527783251,0.713882915726906,0.3819254746769,0.56825479145622,0.567200906678502,0.920866879444387,5.07663877350082,5.24160662739437,6.07101633511112,4.96658259674823,5.5086688393419,5.27037816518128
ENSRNOG00000016957,0.537206388908312,0.446176822329316,0.7638509493538,0.710318489320275,0.825019500623275,0.701612860529057,2.78396319837142,3.15514185338302,3.70082502619788,3.82382907891235,3.98594737155634,3.61397359898145
ENSRNOG00000015353,0.732554166693152,0.446176822329316,0.848723277059778,0.47354565954685,0.928146938201184,0.613911252962924,3.56183526850461,3.00247369918706,3.11867277488585,3.1205961448595,3.76201774394081,3.11203282134514
ENSRNOG00000052180,0.390695555569681,0.312323775630521,0.339489310823911,0.994445885048384,0.257818593944773,0.263104822698396,3.4390133626941,4.68182339534254,5.8631048167854,3.25245231999441,3.04544293557113,4.71824330978134
ENSRNOG00000054690,0.293021666677261,0.26770609339759,0.254616983117934,0.852382187184329,0.103127437577909,0.175403215132264,3.93030098593612,4.12204016329071,6.48683937176257,4.30730172107368,2.86629923347871,6.92678273138111
ENSRNOG00000007508,0.14651083333863,0.133853046698795,0.551670130088856,0.426191093592165,0.515637187889547,0.306955626481462,3.80747908012561,4.02026139382675,3.70082502619788,3.34035643675102,2.41843997824767,3.11203282134514
ENSRNOG00000010280,1.02557583337041,0.936971326891564,1.61257422641358,1.13650958291244,1.08283809456805,1.22782250592585,5.69074830255334,4.12204016329071,5.15620565447794,5.23029494701804,4.61295032887981,3.76455583227234
ENSRNOG00000059789,0.244184722231051,0.26770609339759,0.254616983117934,0.852382187184329,0.103127437577909,0.175403215132264,4.01218225647645,4.22381893275468,6.57000397909286,4.5270620129652,3.04544293557113,8.98473991968999
ENSRNOG00000003028,0.439532500015891,0.223088411164658,0.212180819264945,0.28412739572811,0.206254875155819,0.482358841613726,2.00609112823823,2.39180108240325,1.9543682722618,2.59317144431987,2.7319414569094,2.35912165489067
ENSRNOG00000056755,0.927901944477993,0.981589009124496,0.7638509493538,0.56825479145622,0.979710656990139,0.789314468095189,4.95381686769031,3.5113675465069,7.69272617805177,3.99963731242556,5.55345476486501,5.32057224294491
ENSRNOG00000054560,0.683717222246942,1.11544205582329,1.18821258788369,0.805027621229644,1.44378412609073,1.09627009457665,4.13500416228696,3.66403570070286,4.15823036651447,3.99963731242556,4.97123773306465,4.76843738754497
ENSRNOG00000017511,0.732554166693152,0.178470728931726,0.169744655411956,0.047354565954685,0.154691156366864,0.0877016075661321,3.52089463323444,2.9006949297231,3.45133120420701,4.26334966269538,4.70252217992602,3.2124209768724
ENSRNOG00000047741,1.75813000006357,1.47238351368674,1.9096273733845,1.13650958291244,0.721892063045366,1.14012089835972,4.54441051498864,4.83449154953849,4.19981267017961,4.48310995458689,4.79209403097223,5.32057224294491
ENSRNOG00000013928,0.732554166693152,1.29391278475502,1.23064875173668,1.27857328077649,1.95942131398028,0.877016075661321,4.74911369133947,6.05583678310611,3.95031884818874,4.04358937080386,4.83687995649533,4.51746699872681
ENSRNOG00000055714,0.341858611123471,0.223088411164658,0.339489310823911,0.757673055274959,0.360946031522683,0.65776205674599,2.45643811621007,2.2391329282073,3.28500198954643,3.51616467026423,2.95587108452492,2.76067427699972
ENSRNOG00000058108,0.830228055585572,0.580029869028111,0.636542457794834,0.47354565954685,0.464073469100592,0.613911252962924,3.52089463323444,2.03557538927937,7.69272617805177,4.6589181881001,3.53808811632529,3.91513806556324
ENSRNOG00000062131,1.26976055560146,1.02620669135743,1.27308491558967,0.947091319093699,1.23752925093491,1.31552411349198,4.50346987971847,3.30781000757897,3.9087365445236,3.86778113729065,3.58287404184839,4.66804923201771
ENSRNOG00000023686,1.56278222227872,0.847735962425701,0.976031768618745,1.23121871482181,0.979710656990139,2.10483858158717,4.99475750296048,4.63093401061056,4.03348345551903,5.01053465512653,5.06080958411086,4.31669068767229
ENSRNOG00000053909,0.732554166693152,0.803118280192769,1.01846793247173,0.899736753139014,0.721892063045366,1.14012089835972,4.66723242079914,2.64624800606317,9.85500596863929,5.31819906377465,4.5233784778336,5.82251302058122
ENSRNOG00000051253,0.0,0.401559140096385,0.0848723277059778,0.142063697864055,0.257818593944773,0.482358841613726,3.02960700999242,2.54446923659921,2.74443204189955,2.59317144431987,2.06015257406283,2.05795718830888
ENSRNOG00000023683,0.732554166693152,0.803118280192769,0.297053146970922,0.899736753139014,0.360946031522683,0.701612860529057,2.98866637472226,2.64624800606317,2.45335591624354,2.28550703567175,3.49330219080218,3.71436175450871
ENSRNOG00000006170,0.244184722231051,0.936971326891564,0.339489310823911,0.426191093592165,0.206254875155819,0.306955626481462,2.90678510418192,3.46047816177492,3.57607811520244,3.34035643675102,3.22458663766355,2.25873349936341
ENSRNOG00000007706,0.683717222246942,0.580029869028111,0.933595604765756,0.805027621229644,0.77345578183432,0.833165271878255,2.70208192783108,3.206031238115,2.37019130891325,2.46131526918496,2.7767273824325,2.91125651029061
ENSRNOG00000058114,0.927901944477993,0.624647551261043,1.01846793247173,1.5627006765046,0.567200906678502,1.31552411349198,4.54441051498864,3.76581447016683,2.95234356022527,3.64802084539914,4.25466292469497,4.0155262210905
ENSRNOG00000035103,1.36743444449388,0.178470728931726,0.424361638529889,0.66296392336559,0.464073469100592,0.0,5.52698576147267,7.12451386247778,11.1024750785936,8.13113079998603,6.18045772218848,5.42096039847217
ENSRNOG00000029171,0.14651083333863,0.133853046698795,0.3819254746769,0.28412739572811,0.154691156366864,0.175403215132264,2.1698536693189,1.11956646410365,4.94829413615222,3.0766440864812,3.44851626527908,1.50582233290894
ENSRNOG00000003189,0.341858611123471,0.178470728931726,0.254616983117934,0.331481961682795,0.257818593944773,0.789314468095189,1.88326922242772,2.44269046713524,2.57810282723897,2.02179468540193,1.56750739330867,2.00776311054525
ENSRNOG00000054080,1.22092361115525,0.758500597959838,1.1457764240307,0.947091319093699,1.134401813357,0.964717683227453,2.82490383364158,4.22381893275468,2.57810282723897,3.34035643675102,4.34423477574118,3.56377952121782
ENSRNOG00000042634,0.0976738888924203,0.490794504562248,0.3819254746769,0.899736753139014,0.360946031522683,0.394657234047594,3.52089463323444,3.25692062284698,3.11867277488585,2.46131526918496,2.59758368034008,3.81474991003597
ENSRNOG00000001963,0.14651083333863,0.446176822329316,0.339489310823911,0.37883652763748,0.515637187889547,0.745463664312123,2.45643811621007,2.49357985186722,1.53854523561035,2.50526732756326,1.7914370209242,2.25873349936341
