UniqueCount	AmbigCount
49443	7
48032	11
223681	13
86055	18
31893	22
106678	20
72303	9
8113	0
3909	3362
64061	25
37580	1
99	0
75577	0
16	161
29	106
7	167
0	0
0	0
1	0
0	134
0	145
0	89
10	147
100	923
293	741
0	569
795	0
0	0
380	398
81	398
4	32
0	0
0	0
0	0
5	0
0	0
0	0
1	1
0	0
0	1
0	1
0	0
51	122
1733	0
0	0
0	889
0	380
4	413
18	25
1	13
0	25
0	0
0	0
0	856
0	855
580	150
1	6
4	0
0	94
7	50
1	10
0	2
0	3
403	130
0	130
262	556
63	487
0	148
538	112
2	73
0	110
1	120
1	116
0	104
0	35
0	28
0	33
0	937
0	951
4	0
0	0
0	0
0	0
0	2
0	0
0	0
0	1
5	3
0	802
10	0
9	0
1	0
0	788
7	802
32	5
4	5
139	409
0	320
0	1
0	403
3	135
304	135
0	1031
31	1045
0	61
663	61
4	36
3	36
0	25
0	36
0	33
0	7
0	34
0	0
0	0
14	188
44	176
9	31
255	0
6	6
0	0
0	6
12	347
2	63
119	365
1029	795
13	267
9	788
79	1
0	1
472	446
0	446
0	0
0	0
0	0
0	0
0	0
0	0
0	0
44	118
0	0
0	16
116	427
0	291
0	91
2	427
152	36
0	36
0	644
1	74
0	465
62	670
249	26
3	26
1	251
14	200
0	237
0	0
0	0
0	0
105	0
0	0
0	23
0	7
0	23
1147	365
0	365
12	787
52	804
0	1
0	0
118	791
16	791
4	21
4	8
0	8
0	36
13	0
276	16
0	6
0	2
2	10
0	0
0	0
0	0
0	0
0	0
0	548
189	560
4	82
0	23
0	0
11	734
3	79
17	656
224	387
796	0
969	0
46	709
23	709
10	696
11	550
15	324
25	122
9	249
19	567
0	0
0	0
0	0
0	0
35	4681
98	4492
1	477
0	165
0	0
0	349
0	0
3	514
5	0
4	4894
34	228
408	174
17	402
0	0
0	0
5	29
790	256
1	246
63	252
0	3
0	0
0	0
0	0
0	43
0	43
92	215
5	215
2968	0
0	3
0	20
0	2
0	33
0	30
262	94
0	66
0	67
0	132
0	51
0	114
0	0
0	0
26	0
0	17
9	12
0	12
0	8
366	670
3	464
3	68
1	321
0	636
3	244
20	2421
0	2711
14521	8639
0	150
0	0
0	0
10	1978
21	1529
107	1942
0	1108
66	91
0	0
0	0
0	563
69	397
0	775
0	963
4	293
33	335
0	321
236	1949
4	1949
6	1340
40	1340
0	2254
0	23
0	1450
20	1248
905	145
13	61
41	206
0	0
0	0
0	0
0	0
1	0
0	0
4	2
0	2
0	18
11827	48
7	47
97	1024
30	0
5	1024
227	230
0	229
0	0
0	0
729	0
0	0
33	150
2	312
0	15
5	24
0	23
0	302
17	479
84	479
57	782
10	808
55	809
75	58
0	58
164	0
0	0
0	128
44	128
1418	445
2	46
0	157
0	233
1	0
29	85
34	514
780	0
497	7
0	7
0	236
1	235
2	17
2	45
1	21
14	194
3	0
0	2367
92	2386
5	2232
3	805
40	640
1	678
1	530
2	34
7	53
80	859
6	375
8	375
6	61
5	378
202	216
448	338
54	122
0	0
3204	2197
7	1093
83	1297
3694	371
6	320
0	10
0	10
18	0
0	0
625	5740
50	5740
5	2422
0	147
0	42
22	147
1	46
0	409
1	38
468	409
3	129
0	127
0	991
20	1092
0	1
0	1
0	1
0	1
0	1155
0	1215
29	960
874	18
161	41
12	27
12	40
0	0
0	40
0	0
13	133
0	133
0	100
0	0
36	1425
10	750
29	703
31	185
0	1183
60	686
266	439
0	27
0	40
85	164
1	427
82	440
173	440
529	0
6	375
2	197
0	404
395	487
61	548
0	548
0	0
7	2254
563	0
374	239
0	239
1461	408
0	408
0	0
0	0
26	3
812	0
6200	0
115	122
0	1
12	9
0	7
0	122
4776	218
7	111
0	111
0	10
466	10
374	20173
0	16649
8	9444
0	0
0	0
0	0
0	0
177	735
14	734
614	1391
0	0
589	310
1	310
0	299
32	130
558	0
0	44
13	43
0	44
0	43
0	0
0	0
538	3583
72	3583
14	57
0	1
0	1
0	1
0	0
0	0
0	1
1	2
0	303
0	1
70	303
8	0
11	0
1793	423
24	420
5	3
20	29
0	935
2	8
1	39
0	932
1	0
3	169
0	169
0	63
35	168
0	166
0	1
2	2
0	15
2	35
0	2
5	43
0	0
132	0
0	3
0	3
4	458
0	48
0	278
1	227
0	458
0	0
0	149
0	162
0	276
20	321
0	0
0	0
4	76
248	82
0	0
739	0
535	0
0	12
10	21
5	21
5	1009
7	199
0	84
0	52
16	1009
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
591	152
7	0
73	808
5	42
0	0
0	0
26	781
0	484
0	53
0	118
184	768
80	124
0	119
1115	3863
46	1791
8	2805
36	55
26	1
1	479
777	0
0	0
1	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
269	1097
5	115
0	1097
0	0
0	0
0	0
0	0
7	63
338	63
635	0
0	72
11	72
3	8
0	67
2	72
249	848
13	113
24	752
2	96
1	406
4	212
8	0
124	0
69	880
2913	1126
14	213
0	0
103	0
0	0
0	0
0	0
12	35
1	15
0	35
0	0
207	1031
0	499
81	1530
1	869
48	869
9	461
1	23
64	63
16	524
0	0
0	0
0	0
0	0
0	0
0	0
0	0
39	2583
0	84
0	2508
0	0
95	35
6	35
36	1327
0	1399
2	786
10	0
7	2
0	1407
3	0
0	0
0	0
21	2387
0	2667
156	307
690	348
8	37
0	39
1	7
0	7
0	0
0	0
202	122
0	2
3	0
768	39
2	39
346	1548
215	1548
327	30
0	10
2	20
0	0
33	213
0	213
3	218
0	39
0	27
0	0
978	52
3	113
44	0
0	21
0	31
1	31
22	21
355	137
0	110
1704	4
0	0
0	0
680	170
141	0
3	170
0	0
0	2
0	1
3	1
0	0
0	0
5860	642
0	0
5	642
6	181
11	181
0	0
0	0
0	0
843	0
2	19
