UniqueCount	AmbigCount
43960	6
43236	0
206235	5
86261	6
25456	17
116125	23
76521	9
8078	2
3572	3107
61910	21
34519	1
100	0
75206	1
28	173
28	152
4	192
0	0
0	0
0	0
0	115
0	123
1	68
15	123
102	1051
324	912
0	722
586	0
0	0
336	359
88	359
2	43
0	0
0	0
0	0
1	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
46	119
2040	0
0	0
1	689
0	315
0	356
31	20
10	14
0	20
0	0
0	0
0	664
0	664
681	172
0	1
2	0
0	102
11	69
2	25
0	2
0	3
400	109
3	109
267	628
90	563
0	157
535	120
3	77
0	120
5	156
6	152
0	139
0	65
0	59
0	66
3	732
0	742
2	0
0	0
0	0
0	3
0	5
0	1
0	1
0	5
6	15
0	838
10	0
6	0
1	0
1	812
2	838
39	3
3	3
174	460
0	359
0	2
0	458
2	194
292	194
0	819
36	829
0	109
669	109
0	47
0	50
0	30
0	50
0	47
0	1
0	47
0	0
0	0
18	221
25	211
3	28
173	2
7	10
0	0
0	10
11	345
2	63
95	374
1177	920
31	302
9	920
198	2
0	2
480	502
0	502
0	0
0	0
0	0
0	0
0	0
0	0
0	0
30	117
0	0
0	25
131	592
0	430
0	97
1	592
255	80
0	80
0	525
1	76
0	388
63	568
269	67
26	67
0	281
13	240
1	244
0	0
0	0
0	0
101	0
1	0
0	15
0	6
0	15
1182	347
0	347
12	617
84	638
0	0
1	0
107	616
11	616
3	8
0	3
0	2
2	31
45	0
267	29
0	14
0	6
0	15
0	0
0	0
0	0
0	0
0	0
7	616
219	635
0	24
0	27
0	0
13	609
6	90
9	521
201	379
1156	0
840	0
40	652
6	652
47	888
28	668
16	446
36	141
10	368
11	691
0	0
0	0
0	0
0	0
29	5267
72	4816
2	549
0	164
0	0
2	401
0	0
3	603
2	0
7	5462
46	242
320	122
13	364
0	0
0	0
7	99
839	333
14	294
69	309
3	2
0	0
0	0
0	0
0	48
0	48
103	160
9	160
3676	0
2	3
0	65
0	11
0	77
0	74
179	126
1	79
0	76
0	138
0	74
0	123
0	0
0	0
25	0
0	20
4	15
0	17
0	12
361	618
5	459
5	116
4	296
4	574
3	238
24	2300
0	2568
12625	7044
0	162
0	0
0	0
12	2197
37	1748
116	2147
0	1347
102	136
0	0
0	0
0	661
67	463
0	961
1	1124
9	478
55	549
5	531
193	1852
4	1852
2	1582
59	1582
1	2304
0	56
0	1502
10	1295
702	102
11	54
50	156
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
13726	113
9	112
78	1119
30	0
1	1119
231	269
0	266
0	0
0	0
1034	0
0	0
30	162
8	342
0	27
4	42
0	38
0	331
20	607
137	607
92	887
19	897
22	896
84	57
0	57
102	0
0	0
10	155
56	155
1259	348
3	22
1	150
0	200
8	2
25	69
34	382
787	0
723	4
0	4
6	315
3	314
6	30
5	56
5	34
15	265
2	0
8	2454
121	2461
3	2321
1	777
15	631
10	648
0	460
0	32
5	42
97	860
0	435
8	435
2	72
0	435
217	294
521	468
65	174
0	0
2340	1958
16	857
141	1278
3761	412
0	334
0	8
0	8
14	0
0	0
616	5078
95	5078
17	2302
0	92
0	30
10	90
2	42
0	335
0	35
348	335
8	156
0	155
0	1084
42	1193
0	1
0	1
0	0
0	1
0	1292
0	1390
50	1116
829	39
171	49
16	15
23	46
0	0
0	46
0	0
3	103
0	103
0	77
0	0
43	1591
6	821
48	781
18	197
11	1294
114	753
192	503
0	28
0	67
71	174
0	495
79	384
184	384
619	0
11	265
16	954
0	300
284	356
68	557
3	557
0	0
11	2304
586	0
357	253
1	253
1309	339
0	339
0	0
0	0
17	1
997	0
6277	0
110	134
0	3
18	13
0	9
0	134
4888	201
4	110
0	110
0	36
532	36
458	21536
0	17167
1	9456
0	0
0	0
0	0
0	0
188	747
13	747
719	1729
0	0
671	388
2	388
1	370
22	115
504	0
0	29
1	29
0	29
0	28
0	0
0	0
450	3031
57	3031
3	76
1	1
0	1
0	1
0	0
0	0
0	0
0	1
0	449
0	1
83	449
2	0
6	0
1777	440
23	438
0	2
17	28
2	794
1	9
0	28
0	773
0	0
3	194
0	194
0	85
43	190
0	188
0	1
1	0
0	10
1	36
0	12
2	46
0	0
129	0
0	4
0	4
10	453
0	72
0	242
8	216
0	451
0	0
