UniqueCount	AmbigCount
51103	12
53262	6
238678	21
107999	17
32270	16
144821	34
94979	11
10776	0
3807	3626
69793	19
35176	9
97	0
90724	7
31	161
22	134
3	178
0	0
0	0
2	0
0	88
0	91
0	58
13	95
99	940
317	792
0	628
610	0
4	0
373	387
98	387
0	21
0	0
0	0
0	0
6	0
1	0
0	0
0	1
0	0
0	0
0	1
0	0
29	109
1437	0
0	0
0	684
0	275
1	296
10	9
2	3
0	9
0	1
0	1
0	626
0	627
648	125
3	0
4	0
0	74
3	51
3	14
1	3
0	1
363	125
0	125
250	634
77	576
0	143
448	122
4	83
0	122
6	144
3	144
0	123
0	45
0	42
0	53
1	712
0	719
7	0
0	0
0	0
1	5
0	4
0	1
0	1
0	5
0	16
0	865
10	0
17	0
1	0
2	842
5	865
37	1
3	1
163	414
0	329
0	6
0	412
9	172
297	172
0	780
30	787
0	57
605	57
2	33
0	36
0	21
0	36
0	30
0	6
0	33
0	0
0	0
13	237
39	233
0	26
172	0
9	14
0	0
0	14
6	333
5	48
116	340
968	874
15	308
16	867
244	0
1	0
558	459
0	455
0	0
0	0
0	0
0	0
0	0
0	0
0	0
36	105
0	0
0	17
206	571
0	375
0	117
1	571
226	50
0	50
0	521
0	60
0	316
44	536
220	67
14	67
3	211
11	180
0	190
0	0
0	0
0	0
98	0
0	0
0	14
0	0
0	14
1042	331
0	331
13	698
68	714
0	1
4	3
136	490
11	490
0	17
1	13
0	14
0	33
27	0
243	26
0	8
0	4
1	18
0	0
0	0
0	0
0	0
0	0
2	546
186	553
1	9
0	8
0	1
3	568
11	64
13	504
202	342
981	0
938	0
34	667
6	667
13	716
31	557
13	353
26	157
5	276
12	581
0	0
0	0
0	0
0	0
18	4473
95	4127
1	431
0	157
0	0
0	334
0	0
0	564
2	0
1	4608
48	192
383	137
10	329
0	0
0	0
4	23
806	281
3	253
37	273
0	4
0	0
0	0
0	0
0	56
2	56
101	125
12	125
3413	0
0	3
0	41
0	5
0	64
0	62
211	83
0	59
0	82
0	123
0	57
0	110
0	0
0	0
37	0
0	16
0	8
1	12
0	4
468	610
5	407
9	127
6	281
0	543
4	222
8	1992
0	2227
12123	6729
0	117
0	0
0	0
21	1990
50	1375
121	1969
0	1060
57	71
0	0
0	0
0	478
102	446
0	710
0	924
5	360
31	416
2	396
213	1664
1	1664
1	1368
46	1368
1	2157
0	54
0	1265
4	1036
623	109
5	28
22	137
0	0
0	0
0	0
0	0
0	0
0	0
1	7
0	7
