term_id
GO:0032501
GO:0032502
GO:0048856
GO:0048518
GO:0051239
GO:0050789
GO:0065007
GO:0007275
GO:0009653
GO:0048522
GO:0072359
GO:0009888
GO:0048731
GO:0048583
GO:0050793
GO:0001568
GO:0050794
GO:0035295
GO:0001944
GO:0023051
GO:0010646
GO:0048513
GO:0048646
GO:0007166
GO:0048869
GO:0030154
GO:0050896
GO:0051241
GO:0048514
GO:2000026
GO:0009966
GO:0007155
GO:0042127
GO:0035239
GO:0008283
GO:0040012
GO:2000145
GO:0030334
GO:0001525
GO:0040011
GO:0051240
GO:0048519
GO:0022603
GO:0048870
GO:0016477
GO:0003008
GO:0060537
GO:0051093
GO:0008284
GO:0003012
GO:0048523
GO:0035556
GO:0023052
GO:0042221
GO:0007154
GO:0030155
GO:0045765
GO:0051716
GO:0061061
GO:0051094
GO:1901342
GO:0009887
GO:0007507
GO:0141124
GO:0009893
GO:0003007
GO:0040017
GO:0030335
GO:0014706
GO:0065008
GO:1901700
GO:2000147
GO:0045595
GO:0009719
GO:0048738
GO:0071363
GO:0071495
GO:0007165
GO:0010604
GO:0007160
GO:0048584
GO:0070848
GO:0032879
GO:0060429
GO:0051049
GO:0012501
GO:0044057
GO:0008219
GO:0006936
GO:0051179
GO:0007167
GO:0001503
GO:0006915
GO:0048468
GO:0045785
GO:0009605
GO:0043067
GO:0045667
GO:0002682
GO:0045766
GO:0060419
GO:0043542
GO:0009790
GO:0023056
GO:0051234
GO:0031589
GO:0043534
GO:0010594
GO:1904018
GO:0055017
GO:0008015
GO:0010647
GO:0042981
GO:0022008
GO:0002376
GO:0035051
GO:0003013
GO:1902531
GO:0019222
GO:0033002
GO:0043062
GO:0002040
GO:0009611
GO:0042692
GO:0045597
GO:0061448
GO:0060420
GO:1903522
GO:0046620
GO:0003151
GO:0051128
GO:0070887
GO:0050678
GO:0001649
GO:0048729
GO:0040008
GO:0006810
GO:0030198
GO:0045229
GO:0001952
GO:0016525
GO:2000181
GO:0090257
GO:1901701
GO:1901343
GO:0050673
GO:0009891
GO:0055021
GO:0016310
GO:0007517
GO:0008610
GO:0008016
GO:0007169
GO:0060047
GO:0008360
GO:0055023
GO:0080090
GO:0009792
GO:0009967
GO:0006950
GO:0007264
GO:0006468
GO:0048585
GO:0008285
GO:0043009
GO:0030855
GO:0003015
GO:0043588
GO:0000165
GO:0007399
GO:0040007
GO:0060421
GO:0030029
GO:1901698
GO:0010648
GO:0023057
GO:0045596
GO:0006796
GO:0098609
GO:0010721
GO:0006793
GO:0048638
GO:0006629
GO:0009968
GO:0045444
GO:0048844
GO:0003205
GO:0000902
GO:0010595
GO:0014896
GO:0014897
GO:0003177
GO:0003206
GO:0033993
GO:0043068
GO:0010557
GO:0043535
GO:0006357
GO:0001954
GO:0043408
GO:0060255
GO:0031214
GO:0014855
GO:0060840
GO:1905314
GO:0090287
GO:0032101
GO:0055001
GO:0051146
GO:0045892
GO:0048699
GO:1902679
GO:0044344
GO:1903034
GO:0060038
GO:1902533
GO:0003002
GO:0007162
GO:0030182
GO:0071604
GO:0060415
GO:0071774
GO:0002042
GO:0009913
GO:0002237
GO:1903966
GO:0070252
GO:0003208
GO:1903964
GO:0001501
GO:0007267
GO:0006941
GO:0003229
GO:0002684
GO:0003231
GO:0030282
GO:0051056
GO:0030323
GO:0009617
GO:0055008
GO:0061041
GO:0060284
GO:0043500
GO:0048589
GO:0003300
GO:0048661
GO:0050865
GO:0007389
GO:0009892
GO:0051216
GO:0006955
GO:0090049
GO:0000122
GO:0051253
GO:0055006
GO:0001775
GO:0048644
GO:0030030
GO:0001816
GO:0003184
GO:0006811
GO:0014743
GO:0043410
GO:0045944
GO:0090288
GO:0010810
GO:0120036
GO:0022407
GO:0043065
GO:0006937
GO:0008544
GO:0002252
GO:0045934
GO:0030199
GO:0046622
GO:0045607
GO:0045631
GO:2000980
GO:0032905
GO:0007224
GO:0045935
GO:1904707
GO:0140352
GO:0048762
GO:0022604
GO:0048568
GO:0006366
GO:0042060
GO:0032940
GO:0006939
GO:0097435
GO:0060045
GO:0051254
GO:0050767
GO:0045927
GO:0046903
GO:0048732
GO:0043269
GO:0043583
GO:0055010
GO:0051960
GO:0022414
GO:1903039
GO:0097084
GO:0055013
GO:0061053
GO:1900744
GO:0022409
GO:0045893
GO:1902680
GO:0040013
GO:0030324
GO:0048598
GO:0032496
GO:0008543
GO:0042157
GO:0030048
GO:0022612
GO:0050877
GO:0060043
GO:0060037
GO:0080134
GO:0006816
GO:0042063
GO:0060896
GO:0035265
GO:0048863
GO:0060485
GO:0010562
GO:0045937
GO:2000146
GO:0034330
GO:0030036
GO:0055007
GO:0014013
GO:0008589
GO:0010611
GO:0001701
GO:0043536
GO:0038066
GO:0060541
GO:0043502
GO:0050768
GO:0035914
GO:0035329
GO:0030336
GO:0045321
GO:0090050
GO:0007423
GO:0009889
GO:0007219
GO:0002687
GO:0051961
GO:0042327
GO:0010628
GO:0002694
GO:0043207
GO:0120163
GO:0061309
GO:0014741
GO:0045669
GO:0003279
GO:0043537
GO:0006812
GO:0035886
GO:0048878
GO:0090109
GO:0051893
GO:0030001
GO:1901888
GO:0150079
GO:0009607
GO:0010959
GO:1903670
GO:0003170
GO:0045598
GO:0071634
GO:0045933
GO:1903035
GO:0007044
GO:0051707
GO:0048839
GO:0051249
GO:0042592
GO:0050731
GO:0060048
GO:0014014
GO:0070371
GO:1900745
GO:0048041
GO:0031401
GO:0090279
GO:0060317
GO:0097306
GO:0048710
GO:0060411
GO:0009410
GO:1990874
GO:0150116
GO:0061045
GO:0009890
GO:0090596
GO:0001817
GO:0061308
GO:0061307
GO:0008299
GO:1904754
GO:0051247
GO:0061626
GO:0032908
GO:0055002
GO:0001934
GO:0045604
GO:0051145
GO:0045685
GO:0032880
GO:0050679
GO:0050769
GO:0031175
GO:0007266
GO:0051246
GO:0070509
GO:0003179
GO:0010556
GO:0050870
GO:0010811
GO:0030278
GO:0150115
GO:0010468
GO:0046683
GO:0120161
GO:0051962
GO:0001101
GO:0106106
GO:0071229
GO:0061337
GO:0141091
GO:0061050
GO:0016055
GO:0048659
GO:0045668
GO:0045599
GO:0001837
GO:0043491
GO:0032835
GO:0007159
GO:0090280
GO:0032970
GO:0061564
GO:0031099
GO:0044703
GO:0030100
GO:0071560
GO:1901699
GO:0002028
GO:0045682
GO:0071396
GO:0051251
GO:0003176
GO:0033036
GO:0016125
GO:0016049
GO:0051894
GO:0044419
GO:0090092
GO:0007010
GO:0002009
GO:0019226
GO:0042491
GO:0048639
GO:0009628
GO:1903037
GO:0055088
GO:0070167
GO:0072091
GO:0010001
GO:0032103
GO:0051641
GO:0060341
GO:0051050
GO:0070372
GO:0048736
GO:0060173
GO:0050866
GO:0030856
GO:0001508
GO:0051252
GO:0010558
GO:0010605
GO:0050818
GO:0071559
GO:0051051
GO:0048666
GO:0120035
GO:1990845
GO:0019219
GO:0070168
GO:0014911
GO:0061042
GO:0048146
GO:0009952
GO:2001044
GO:0048562
GO:0071230
GO:0002027
GO:0001822
GO:0050863
GO:0033627
GO:0001667
GO:0010720
GO:0031344
GO:0060563
GO:0044087
GO:0072073
GO:0050730
GO:0006355
GO:2001141
GO:0002250
GO:0032911
GO:0072011
GO:0061049
GO:0003298
GO:0003301
GO:0001558
GO:1901890
GO:0048667
GO:0006694
GO:0035023
GO:0006952
GO:0018108
GO:0009612
GO:0031347
GO:0051130
GO:0007229
GO:0048864
GO:0007178
GO:0044283
GO:0086100
GO:0001840
GO:0010614
GO:0002685
GO:0048660
GO:0035315
GO:1904705
GO:0010596
GO:0045165
GO:2000648
GO:1902692
GO:0071526
GO:0071773
GO:0071772
GO:0009725
GO:0018212
GO:0016126
GO:0001709
GO:0002070
GO:0150117
GO:0051043
GO:0072001
GO:0014074
GO:0008203
GO:0002460
GO:0010975
GO:0001704
GO:0008104
GO:0002696
GO:1904377
GO:0008593
GO:0007611
GO:0086003
GO:0030193
GO:0048592
GO:0007492
GO:0019220
GO:0001932
GO:0000578
GO:0050819
GO:0051174
GO:0035108
GO:0035107
GO:0070727
GO:0006897
GO:0060113
GO:0050921
GO:0042325
GO:0072012
GO:0048144
GO:0048565
GO:0003006
GO:0007268
GO:0014909
GO:0098916
GO:0050900
GO:0031032
GO:0002062
GO:0006720
GO:0050886
GO:0010817
GO:0001659
GO:0003014
GO:0014812
GO:0006749
GO:0086065
GO:0014888
GO:0006751
GO:0034699
GO:0036446
GO:0048245
GO:0071635
GO:0014745
GO:0051953
GO:0099537
GO:1903706
GO:0051924
GO:0097240
GO:2001046
GO:1901652
GO:0002065
GO:0008217
GO:0045926
GO:1900046
GO:0006641
GO:0001654
GO:0043200
GO:0043010
GO:1902652
GO:0097205
GO:0010737
GO:0003180
GO:0042110
GO:0051046
GO:0150063
GO:0001569
GO:0030510
GO:0048754
GO:0045987
GO:0010544
GO:0048712
GO:0060976
GO:1903078
GO:0048593
GO:0014032
GO:0001756
GO:0070482
GO:0007188
GO:1905590
GO:0045337
GO:1902767
GO:0044752
GO:0044751
GO:0010142
GO:0060741
GO:0045763
GO:0061051
GO:0061107
GO:0061386
GO:0071466
GO:0140039
GO:0023061
GO:0021997
GO:0001953
GO:0061437
GO:0061440
GO:0060055
GO:0045746
GO:0050867
GO:0030225
GO:0050890
GO:0048880
GO:0032102
GO:0034220
GO:1903530
GO:0042490
GO:0048771
GO:0007610
GO:0099536
GO:0055123
GO:0006814
GO:0097305
GO:0072006
GO:0030514
GO:1902895
GO:0030900
GO:0042474
GO:0030033
GO:1904752
GO:0014910
GO:0071695
GO:0019722
GO:0060538
GO:0099177
GO:0050804
GO:0048333
GO:0045686
GO:0040036
GO:0045664
GO:0022408
GO:0002317
GO:0060947
GO:0097746
GO:0035296
GO:0003158
GO:0007409
GO:0046649
GO:0034097
GO:0055074
GO:0035904
GO:0002366
GO:0030097
GO:0044706
GO:0035150
GO:0036211
GO:0006940
GO:0001974
GO:0007179
GO:2000351
GO:0002263
GO:0051896
GO:2000177
GO:1905477
GO:0036293
GO:0051147
GO:0006935
GO:0045879
GO:0032870
GO:0070588
GO:1904738
GO:0034698
GO:0061101
GO:0034694
GO:0014829
GO:0034383
GO:0010712
GO:0060021
GO:0090101
GO:0042471
GO:0021536
GO:0006942
GO:0006639
GO:0042330
GO:0055085
GO:0048286
GO:0042391
GO:0006638
GO:0007049
GO:0098655
GO:0035909
GO:0030195
GO:0045687
GO:0007411
GO:0085029
GO:0043066
GO:0048541
GO:1900006
GO:0050670
GO:0106070
GO:0060253
GO:0048537
GO:0061043
GO:0001657
GO:0007519
GO:0055092
GO:0014033
GO:0044281
GO:0051450
GO:0150077
GO:0010839
GO:0032944
GO:0061138
GO:0098657
