term_id;p_value;intersection
GO:0032501;7.83729601095225e-36;Pdgfb,Hbegf,Ankrd1,Kcnd3,Fras1,Wnt4,Edn1,Ptk2b,Itga6,Smoc1,Npr3,Cobl,Sema3c,Gadd45a,Fgfr2,Vegfa,Tnfaip6,Grem2,Adamts5,Cd200,Nlrp3,Anxa3,Jag1,Amot,Ehd3,Lrp12,Tnnt2,Pcsk5,Lats2,Emilin2,Tnfsf18,Tnnc1,Hexim1,Osr1,Wwc2,Slc30a1,Tek,Klf5,Tnik,Kdm2b,Stc2,Slc8a1,Sema6a,Siglec10,Rab11fip1,Itga8,Plcl1,Adgrg1,Gatm,Mns1,Syt11,Gata6,Crim1,Tnfrsf11b,Cacnb4,C2cd3,Tgfb2,Myrf,Rb1,Bcar3,Timeless,Ptprf,E2f1,Sox11,Lmcd1,Col14a1,Ppp4r4,Bmp3,Alcam,Btg1,Igsf9,Celsr2,Lpar1,Dgat2,Phactr4,Tmem108,Nrg1,Tprn,Traf4,Chac1,Plxna2,Sgms2,Pim1,Eda,Dusp10,Tbxa2r,Tead4,Igfbp2,Ugcg,Smad6,Panx3,Lrtm2,Pde8b,Foxc2,Nrbp2,Epb41l5,Siglec1,Dcdc2,E2f2,Dsp,Exosc6,Rapgef3,Il23r,Mfrp,Nog,Mybphl,Cemip,Pappa2,Fgf9,Igf1,Dscam,Tubb3,Nebl,Emp2,Hoxc10,Rnd1,Ticam2,Foxa1,Fgf5,Wnt5b,Wnt9a,Sema3e,Tlr7,Myl11,Clec4m,Rad51b,Ucp2,Spta1,Mfsd2a,Uchl1,Atp2a1,Lrcol1,Oit3,Cldn19,Enkur,Plp1,Chrm3,Vangl2,Anks1b,Endou,Sema3g,Ecscr,Mturn,Hap1,Itgb6,Gpld1,Sh3tc2,Cntnap2,F13a1,Rad21l1,Cfap45,Apba2,Tfcp2l1,Chrnb2,Mttp,Adcy5,Mycl,Jsrp1,Tas1r1,Actc1,Scn11a,Ptpn18,Inava,Etv1,Spry4,Atp2b4,Ldlr,Tgfbi,Etv4,Trib2,Aspn,Lum,Col12a1,Dusp6,Lrp8,Sncg,Scd,Cyp1b1,Kcnj8,Dhcr24,Bgn,Fst,Abcc9,Col3a1,Cd14,Lmna,Serpinf1,Tsku,Zfp36l2,Avpr1a,Col1a2,Mycn,Socs5,Hspb7,Prrx1,Elk3,C1qtnf3,Il18rap,B2m,Dysf,Mgp,Ift57,Ednra,Kitlg,Vcan,Lgals3,Creb3l1,Hmgcr,Baiap2,Fosl1,Tgfb1,Arrdc3,Rab3d,Itga4,Xbp1,Lama4,Dmpk,Nsdhl,Laptm4b,Inhba,Dock4,Hspb6,Lgals1,Serpine1,Tm4sf1,Btg2,Rftn1,Ccn4,Gja5,Ets1,Col6a1,Rras,Ncald,Nav1,Cd248,Serpine2,Mylip,Selenom,Tnn,Ubash3b,Rhoj,Loxl3,Ssc5d,Sgcb,Bend6,Runx2,Tent5a,Ezr,Cd109,Pth1r,C1qtnf1,Flrt2,Exoc3l2,Grpr,Wnk3,Rxfp1,Gpr88,Ptch1,Parp3,Procr,Megf10,Rflnb,Dok5,Itga3,Ptgs1,Cybrd1,Il6,Slc26a7,Twist2,Vcam1,Thbs2,Maf,Cdx2,Igfbp5,Rgs2,Synm,Cd38,Ccl2,Hes1,Jph2,Ephb2,Angpt4,Crlf1,Rtn4rl1,Maff,Cebpd,Has2,Tbx2,Fgf2,Icam5,Bahcc1,Mustn1,Nkx2-3,Pde4a,Nr4a1,Itgb3,Hey2,Atcay,Sphk1,Mmrn2,Rrm2b,Hcn4,Irf5,Meox2,Gata2,Artn,Id4,Trpv2,Tnfrsf1b,Epyc,Hdac9,Arc,Ptn,Clec3b,Colq,Spred3,Lama3,Sema4a,Atp8a2,Calcrl,Scn1b,Epha3,Pierce2,Heyl,Stxbp2,Alpl,Socs1,Pcyt1b,Sulf2,Spn,Dnai2,Il1rl2,Ano1,Nox1,Dyrk3,Scn4b,Tmem229b,Siah3,Tcf23,Nrarp,Hjv,Cd180,Tmie,Gli1,Mcoln3,Cryba4,Dkk3,Vtcn1,S100a1,Apob,Scube2,Glra1
GO:0032502;4.03846484760674e-31;Pdgfb,Palmd,Hbegf,Ankrd1,Fras1,Wnt4,Edn1,Ptk2b,Itga6,Smoc1,Npr3,Cobl,Sema3c,Gadd45a,Fgfr2,Vegfa,Tnfaip6,Grem2,Adamts5,Nlrp3,Anxa3,Jag1,Amot,Lrp12,Tnnt2,Pcsk5,Lats2,Emilin2,Tnnc1,Hexim1,Osr1,Tdrp,Wwc2,Slc30a1,Tek,Klf5,Tnik,Dlc1,Kdm2b,Ajuba,Stc2,Slc8a1,Sema6a,Siglec10,Itga8,Adgrg1,Mns1,Ddx20,Gata6,Crim1,Bdh2,Tnfrsf11b,Cacnb4,C2cd3,Tgfb2,Myrf,Rb1,Bcar3,Timeless,Ptprf,E2f1,Adamts15,Sox11,Crispld2,Col14a1,Ppp4r4,Bmp3,Alcam,Btg1,Igsf9,Celsr2,Lpar1,Dgat2,Phactr4,Tmem108,Nrg1,Tprn,Traf4,Chac1,Plxna2,Sgms2,Pim1,Eda,Dusp10,Tbxa2r,Tead4,Cdc42ep2,Atf3,Ugcg,Smad6,Lrtm2,Foxc2,Nrbp2,Epb41l5,E2f2,Dsp,Exosc6,Rapgef3,Rbm38,Mfrp,Nog,Mybphl,Arhgef26,Zdhhc15,Pappa2,Fgf9,Igf1,Dscam,Tubb3,Nebl,Emp2,Atp2c2,Hoxc10,Rnd1,Foxa1,Fgf5,Wnt5b,Wnt9a,Sema3e,Myl11,Rad51b,Ucp2,Spta1,Mfsd2a,Uchl1,Tgm1,Enkur,Col24a1,Plp1,Vangl2,Sema3g,Ecscr,Mturn,Meioc,Hap1,Itgb6,Gpld1,Sh3tc2,Colec10,Cntnap2,Actl7a,Nanos3,Myod1,Rad21l1,Cfap45,Apba2,Tfcp2l1,Bhlhe41,Spata6l,Pmfbp1,Cabyr,Mycl,Actc1,Scn11a,Ptpn18,Sycp1,Etv1,Txnip,Spry4,Atp2b4,Ldlr,Tgfbi,Etv4,Trib2,Aspn,Col12a1,Dusp6,Arhgap18,Lrp8,Scd,Cyp1b1,Kcnj8,Dhcr24,Bgn,Fst,Abcc9,Col3a1,Lmna,Serpinf1,Tsku,Zfp36l2,Col1a2,Mycn,Socs5,Hspb7,Ccl7,Prrx1,Elk3,C1qtnf3,B2m,Mgp,Ift57,Ednra,Kitlg,Vcan,Lgals3,Creb3l1,Baiap2,Fosl1,Tgfb1,Arrdc3,Inf2,Itga4,Xbp1,Lama4,Dmpk,Nsdhl,Inhba,Hspb6,Lgals1,Serpine1,Tm4sf1,Btg2,Ccn4,Gja5,Ptprn,Ets1,Col6a1,Rras,Nav1,Cd248,Serpine2,Mylip,Selenom,Tnn,Ubash3b,Rhoj,Loxl3,Sgcb,Bend6,Runx2,Tent5a,Ezr,Cd109,Pth1r,Flrt2,Exoc3l2,Rxfp1,Ptch1,Parp3,Syne3,Megf10,Rflnb,Dok5,Itga3,Htr2a,Il6,Twist2,Thbs2,Maf,Cdx2,Igfbp5,Rgs2,Ldb3,Shc4,Ccl2,Hes1,Jph2,Ephb2,Angpt4,Crlf1,Rtn4rl1,Maff,Cebpd,Has2,Tbx2,Fgf2,Cxcl1,Icam5,Bahcc1,Mustn1,Nkx2-3,Nr4a1,Itgb3,Hey2,Atcay,Sphk1,Mmrn2,Rrm2b,Meox2,Gata2,Artn,Id4,Trpv2,Tnfrsf1b,Epyc,Hdac9,Arc,Ptn,Hck,Clec3b,Colq,Spred3,Lama3,Sema4a,Atp8a2,Calcrl,Scn1b,Epha3,Pierce2,Heyl,Alpl,Rfx2,Socs1,Pcyt1b,Sulf2,Dnai2,Il1rl2,Opn3,Celf3,Nox1,Dyrk3,Siah3,Tcf23,Nrarp,Tmie,Gli1,Mcoln3,Cryba4,Dkk3,Ggt1,Syne4,Apob,Scube2,Psmb8
GO:0048856;4.04114279892767e-30;Pdgfb,Palmd,Hbegf,Ankrd1,Fras1,Wnt4,Edn1,Ptk2b,Itga6,Smoc1,Npr3,Cobl,Sema3c,Gadd45a,Fgfr2,Vegfa,Tnfaip6,Grem2,Adamts5,Nlrp3,Anxa3,Jag1,Amot,Lrp12,Tnnt2,Pcsk5,Lats2,Emilin2,Tnnc1,Hexim1,Osr1,Slc30a1,Tek,Klf5,Tnik,Dlc1,Kdm2b,Ajuba,Slc8a1,Sema6a,Siglec10,Itga8,Adgrg1,Mns1,Ddx20,Gata6,Bdh2,Tnfrsf11b,Cacnb4,C2cd3,Tgfb2,Myrf,Rb1,Bcar3,Timeless,Ptprf,E2f1,Adamts15,Sox11,Crispld2,Col14a1,Ppp4r4,Alcam,Btg1,Igsf9,Celsr2,Lpar1,Dgat2,Phactr4,Tmem108,Nrg1,Tprn,Traf4,Chac1,Plxna2,Sgms2,Pim1,Eda,Dusp10,Tbxa2r,Tead4,Cdc42ep2,Atf3,Ugcg,Smad6,Lrtm2,Foxc2,Nrbp2,Epb41l5,E2f2,Dsp,Exosc6,Rapgef3,Rbm38,Mfrp,Nog,Mybphl,Arhgef26,Pappa2,Fgf9,Igf1,Dscam,Tubb3,Nebl,Emp2,Atp2c2,Hoxc10,Rnd1,Foxa1,Fgf5,Wnt5b,Wnt9a,Sema3e,Myl11,Rad51b,Ucp2,Spta1,Mfsd2a,Uchl1,Tgm1,Enkur,Col24a1,Plp1,Vangl2,Sema3g,Ecscr,Mturn,Meioc,Hap1,Itgb6,Gpld1,Sh3tc2,Colec10,Cntnap2,Actl7a,Nanos3,Myod1,Rad21l1,Cfap45,Apba2,Tfcp2l1,Bhlhe41,Cabyr,Mycl,Actc1,Scn11a,Ptpn18,Sycp1,Etv1,Txnip,Spry4,Atp2b4,Ldlr,Tgfbi,Etv4,Aspn,Col12a1,Dusp6,Arhgap18,Lrp8,Scd,Cyp1b1,Kcnj8,Dhcr24,Bgn,Fst,Abcc9,Col3a1,Lmna,Serpinf1,Tsku,Zfp36l2,Col1a2,Mycn,Socs5,Hspb7,Ccl7,Prrx1,Elk3,B2m,Mgp,Ift57,Ednra,Kitlg,Vcan,Lgals3,Creb3l1,Baiap2,Fosl1,Tgfb1,Arrdc3,Inf2,Itga4,Xbp1,Lama4,Dmpk,Nsdhl,Inhba,Hspb6,Lgals1,Serpine1,Tm4sf1,Btg2,Ccn4,Gja5,Ptprn,Ets1,Col6a1,Rras,Nav1,Cd248,Serpine2,Mylip,Selenom,Tnn,Ubash3b,Rhoj,Loxl3,Sgcb,Bend6,Runx2,Tent5a,Ezr,Cd109,Pth1r,Flrt2,Exoc3l2,Rxfp1,Ptch1,Parp3,Syne3,Megf10,Rflnb,Dok5,Itga3,Il6,Thbs2,Maf,Cdx2,Igfbp5,Ldb3,Ccl2,Hes1,Jph2,Ephb2,Angpt4,Crlf1,Rtn4rl1,Maff,Cebpd,Has2,Tbx2,Fgf2,Cxcl1,Icam5,Bahcc1,Mustn1,Nkx2-3,Nr4a1,Itgb3,Hey2,Atcay,Sphk1,Mmrn2,Rrm2b,Meox2,Gata2,Artn,Id4,Trpv2,Tnfrsf1b,Epyc,Hdac9,Arc,Ptn,Hck,Clec3b,Colq,Spred3,Lama3,Sema4a,Atp8a2,Calcrl,Scn1b,Epha3,Pierce2,Heyl,Alpl,Rfx2,Socs1,Pcyt1b,Sulf2,Dnai2,Il1rl2,Opn3,Nox1,Dyrk3,Siah3,Tcf23,Nrarp,Tmie,Gli1,Mcoln3,Cryba4,Dkk3,Syne4,Apob,Scube2
GO:0048518;5.10920950604333e-28;Pdgfb,Hbegf,Ankrd1,Edn1,Ptk2b,Itga6,Cobl,Sema3c,Gadd45a,Fgfr2,Vegfa,Gadd45b,Tnfaip6,Cd200,Bambi,Nlrp3,Anxa3,Jag1,Amot,Pcsk5,Emilin2,Tnfsf18,Hexim1,Osr1,Nbas,Tek,Klf5,Tnik,Dlc1,Kdm2b,Cdt1,Zfp462,Ajuba,Slc8a1,Rnf122,Rps6ka5,Itga8,Adgrg1,Gatm,Mns1,Syt11,Ddx20,Gata6,Cacnb4,Tgfb2,Gadd45g,Rell1,Myrf,Ebf3,Tead1,Rb1,Bcar3,Timeless,E2f1,Sox11,Lmcd1,Ksr1,Cdc6,Btg1,Paxbp1,Samd4a,Lpar1,Irak2,Tmem108,Nrg1,Traf4,Pim1,Eda,Creb5,Dusp10,Tbxa2r,Tead4,Igfbp2,Cdc42ep2,Atf3,Trim25,Smad6,Panx3,Plagl1,Lrtm2,Foxc2,Tfdp2,Epb41l5,Dcdc2,E2f2,Exosc6,Rapgef3,Il23r,Nog,Prkaa2,Masp2,Serpina12,Cemip,Slc4a4,Dapk2,Fgf9,Igf1,Dscam,Emp2,Musk,Rragd,Atp2c2,Hoxc10,Birc3,Ticam2,Foxa1,Fgf5,Wnt5b,Sema3e,Tlr7,Clec4m,Rad51b,Map4k1,Ucp2,Spta1,Mfsd2a,Atp2a1,Svip,Tgm1,Cldn19,Plp1,Chrm3,Ecscr,Mturn,P2ry6,Meioc,Pim2,Hap1,Gpld1,Colec10,Cntnap2,Nanos3,Myod1,Abca8,Tfcp2l1,Eps8l1,Lcn12,Inava,Etv1,Etv5,Atp2b4,Ldlr,Etv4,Thy1,Trib2,Lum,Dusp6,Lamc2,Ptgfr,Phlda1,Lrp8,Scd,Cyp1b1,Kcnj8,S100a4,Fst,Col3a1,Cd14,Lmna,Serpinf1,Tsku,Zfp36l2,Avpr1a,Glud1,Mycn,Socs5,Ccl7,Txn1,Prrx1,Elk3,C1qtnf3,Il18rap,B2m,Col16a1,Ednra,Kitlg,Vcan,Lgals3,Creb3l1,Nsf,Cyth3,Hmgcr,Fosl1,Tgfb1,Arrdc3,Rab3d,Itga4,Xbp1,Inhba,Dock4,Hspb6,Lgals1,Serpine1,Btg2,Rftn1,Ccn4,Bmf,Ptprn,Ets1,Rras,Dnm1,Cd248,Serpine2,Mylip,Tnn,Rhoj,Loxl3,Bend6,Runx2,Tent5a,Eepd1,Ezr,Pth1r,C1qtnf1,Flrt2,RGD1564899,Grpr,Trabd2b,Wnk3,Ptch1,Parp3,Megf10,Dok5,Itga3,Htr2a,Mvd,Spsb4,Twist2,Vcam1,Ripk3,Gpsm2,Maf,Cdx2,Igfbp5,Rgs2,Cd38,Shc4,Ccl2,Hes1,Stard4,Ephb2,Angpt4,Plk3,Crlf1,Tnfsf12,Fut4,Maff,Cebpd,Has2,Tbx2,Fgf2,Cxcl1,Pde8a,Ror2,Sertad3,Nkx2-3,Nr4a1,Pgf,Itgb3,Hey2,Mapkapk3,Sphk1,Mmrn2,Rrm2b,Irf5,Meox2,Gata2,Cyp3a9,Artn,Id4,Trpv2,Tnfrsf1b,Hdac9,Usp27x,Arc,Ptn,Fosb,Stac2,Fbln2,Hck,Sema4a,Tfec,Atp8a2,Casz1,Calcrl,Scn1b,Epha3,Heyl,Alpl,Rfx2,Socs1,Sulf2,Il1rl2,Opn3,Echdc3,Celf3,Ano1,Nox1,Dyrk3,Scn4b,Ciita,Larp6,Tcf23,Nrarp,Hjv,Cd180,Gli1,Vtcn1,Helz2,Apob,Scube2,Glra1
GO:0051239;5.59670703534856e-27;Pdgfb,Hbegf,Kcnd3,Edn1,Ptk2b,Npr3,Gadd45a,Vegfa,Tnfaip6,Adamts5,Cd200,Nlrp3,Anxa3,Jag1,Amot,Ehd3,Tnnt2,Lats2,Emilin2,Tnnc1,Osr1,Wwc2,Tek,Kdm2b,Stc2,Slc8a1,Sema6a,Siglec10,Rab11fip1,Plcl1,Gatm,Syt11,Gata6,Tnfrsf11b,Tgfb2,Myrf,Rb1,Sox11,Lmcd1,Col14a1,Btg1,Tmem108,Sgms2,Pim1,Dusp10,Tbxa2r,Tead4,Igfbp2,Smad6,Panx3,Lrtm2,Foxc2,Epb41l5,Siglec1,E2f2,Dsp,Exosc6,Rapgef3,Il23r,Nog,Igf1,Dscam,Emp2,Hoxc10,Ticam2,Foxa1,Sema3e,Tlr7,Clec4m,Ucp2,Spta1,Mfsd2a,Atp2a1,Chrm3,Sema3g,Ecscr,Mturn,Hap1,Mycl,Inava,Atp2b4,Ldlr,Etv4,Trib2,Aspn,Lum,Dusp6,Lrp8,Scd,Cyp1b1,Kcnj8,Fst,Abcc9,Cd14,Lmna,Serpinf1,Tsku,Zfp36l2,Mycn,Socs5,C1qtnf3,B2m,Mgp,Ednra,Kitlg,Vcan,Lgals3,Creb3l1,Hmgcr,Tgfb1,Arrdc3,Itga4,Xbp1,Lama4,Dmpk,Laptm4b,Inhba,Dock4,Hspb6,Lgals1,Serpine1,Btg2,Rftn1,Ccn4,Gja5,Ets1,Rras,Serpine2,Mylip,Tnn,Ubash3b,Rhoj,Loxl3,Ssc5d,Runx2,Tent5a,Ezr,Cd109,C1qtnf1,Flrt2,Grpr,Wnk3,Ptch1,Parp3,Procr,Rflnb,Vcam1,Thbs2,Maf,Cdx2,Igfbp5,Rgs2,Cd38,Ccl2,Hes1,Ephb2,Angpt4,Maff,Tbx2,Fgf2,Hey2,Sphk1,Mmrn2,Hcn4,Irf5,Gata2,Id4,Trpv2,Tnfrsf1b,Hdac9,Ptn,Lama3,Sema4a,Atp8a2,Scn1b,Alpl,Socs1,Sulf2,Spn,Il1rl2,Nox1,Scn4b,Nrarp,Gli1,Vtcn1,S100a1,Scube2,Glra1
GO:0050789;5.59670703534856e-27;Pdgfb,Palmd,Hbegf,Prag1,Ankrd1,Spata13,Kcnd3,Wnt4,Edn1,Chn1,Ptk2b,Itga6,Smoc1,Npr3,Cobl,Sema3c,Gadd45a,Fgfr2,Vegfa,Arhgap21,Gadd45b,Tnfaip6,Grem2,Angptl4,Adamts5,Cd200,Bambi,Nlrp3,Anxa3,Jag1,Amot,Ehd3,Tnnt2,Pcsk5,Timp3,Lats2,Emilin2,Tnfsf18,Tnnc1,Hexim1,Osr1,Nbas,Wwc2,Slc30a1,Tek,Rgcc,Syde2,Klf5,Tnik,Dlc1,Rassf8,Kdm2b,Cdt1,Zfp462,Ajuba,Pim3,Stc2,Slc8a1,Gria2,Sema6a,Cttnbp2nl,Rnf122,Siglec10,Plcb4,Rab11fip1,Gprc5a,Rps6ka5,Ppp1r12b,Itga8,Jun,Lmo7,Plekhh2,Plcl1,Arhgap28,Adgrg1,Gatm,Mns1,Syt11,Ddx20,Gata6,Tfpi,Crim1,Wsb1,Tnfrsf11b,LOC683573,Cacnb4,Tle4,C2cd3,Tgfb2,Gadd45g,Rell1,Cdkl5,Ppp1r9a,Myrf,Ebf3,Tead1,Rb1,Celf2,Bcar3,Timeless,Ptprf,Arhgap24,E2f1,Dscc1,Rassf7,Vipr2,Sox11,Lmcd1,Col14a1,Ksr1,Cdc6,Afdn,Btg1,Paxbp1,Rab30,Asb15,Igsf9,Celsr2,Myc,Ralgps1,Cep70,Samd4a,Lpar1,Dgat2,Phactr4,Irak2,Jade3,Heg1,Tmem108,Nrg1,Traf4,Dgke,Snap91,Chac1,Plxna2,Sgms2,Pim1,Eda,Creb5,Dusp10,Tbxa2r,Tead4,Igfbp2,Cdc42ep2,Atf3,Asap3,Cndp1,Ugcg,Trim25,Grm8,Smad6,Panx3,Plagl1,Lrtm2,Pde8b,Foxc2,Nrbp2,Cbx7,Tfdp2,Epb41l5,Siglec1,Sh2d3c,Dcdc2,E2f2,Dsp,Exosc6,Rapgef3,Il23r,Tspan15,LOC100360790,Rbm38,Tex15,Nog,Bach2,Prkaa2,Masp2,Gjc2,Cited1,Capn6,Cgnl1,Serpina12,Etfbkmt,Cemip,Slc4a4,Dapk2,Fgf9,Sncaip,Igf1,Dscam,Cables1,Tubb3,Emp2,Musk,Iqub,Rragd,Gpr19,Atp2c2,Hoxc10,Rnd1,Birc3,Ticam2,Foxa1,Tex14,Gpc2,Fgf5,Wnt5b,Mir675,Wnt9a,Sema3e,Tlr7,LOC100912787,Clec4m,Rad51b,Map4k1,Ucp2,Syngr1,Spta1,Mfsd2a,Zfyve28,Atp2a1,Svip,Rab9b,Tgm1,Cldn19,Rap1gap,LOC681871,Plp1,Chrm3,Tceal7,Anks1b,Endou,Sema3g,Ecscr,Mturn,P2ry6,Meioc,Pim2,Hap1,Itgb6,Gpld1,Sh3tc2,Colec10,Cntnap2,Nanos3,Myod1,Cfap45,Apba2,Abca8,Tfcp2l1,Chrnb2,Mttp,Adcy5,Bhlhe41,Trim66,Trim14,LOC120093152,Mycl,Eps8l1,Lcn12,Tas1r1,Actc1,Tnfrsf25,Scn11a,Mirlet7b,Adora2b,Inava,Sycp1,Etv1,Col6a3,Txnip,Arhgap22,Etv5,Spry4,Atp2b4,Ldlr,Etv4,Thy1,Trib2,Nqo1,Aspn,Col6a2,Lum,Dusp6,Lamc2,Il1r1,Arhgap18,Ptgfr,Phlda1,Lrp8,Sncg,Scd,Sqle,Cyp1b1,Kcnj8,S100a4,Fst,Fxyd5,Abcc9,Col3a1,Susd5,Cd14,Lmna,Dram1,Igfbp7,Prrx2,Serpinf1,Tsku,Zfp36l2,Avpr1a,Col1a2,Glud1,Mycn,Socs5,Ccl7,Gls2,Txn1,Prrx1,Elk3,Foxs1,Rin1,C1qtnf3,Il18rap,Sesn3,B2m,Dysf,Mgp,Ift57,Col16a1,Ednra,Kitlg,Vcan,Lgals3,Creb3l1,Sh2b3,Nsf,Cyth3,Hmgcr,Baiap2,Fosl1,Tgfb1,Arrdc3,Rab3d,Rasa3,Inf2,Itga4,Xbp1,Lama4,Dmpk,Nsdhl,Laptm4b,Inhba,Dock4,Hspb6,Fxyd1,Lgals1,Sv2a,Abr,Serpine1,Zfp608,Btg2,Rftn1,Ccn4,Itga10,Bmf,Id1,Gja5,Ptprn,Ets1,Ltbp4,Col6a1,Rras,Ncald,Dnm1,Cd248,Serpine2,Gng8,Mylip,Selenom,Tnn,Ubash3b,Rhoj,Loxl3,Ssc5d,Rhobtb1,Bend6,Runx2,Tent5a,Eepd1,Ezr,Hmga1,Cd109,Pth1r,C1qtnf1,Adgre5,Flrt2,RGD1564899,Grpr,Trabd2b,Wnk3,Rxfp1,Gpr88,Ptch1,Parp3,Unc13a,Procr,Syne3,Megf10,Rflnb,Dok5,Itga3,Htr2a,Mfap4,Ptgs1,Slc43a2,Mvd,Slc43a1,Zfp69,Spsb4,Twist2,Vcam1,Ripk3,Thbs2,Gpsm2,Maf,Cdx2,Igfbp5,Rgs2,Cd38,Shc4,Ccl2,Hes1,Nostrin,Stard4,Jph2,Ephb2,Angpt4,Plk3,P2ry10b,Crlf1,Tnfsf12,Rtn4rl1,Fut4,Rap1gap2,Arhgef19,Shisa2,Maff,Cebpd,Has2,Tspan17,Zfp382,Rgs22,Tbx2,Fgf2,Cxcl1,Icam5,Pde8a,Spsb2,Vsir,Ror2,Sertad3,Nkx2-3,Pde4a,Nr4a1,Pgf,Zfp483,Map3k6,Itgb3,Hey2,Tcf7,Mapkapk3,Atcay,Sphk1,Mmrn2,Htra3,Sparcl1,Rrm2b,Hcn4,Irf5,Meox2,Gata2,Spint2,Cyp3a9,Artn,Id4,Trpv2,Tnfrsf1b,Col4a6,Hdac9,Usp27x,Osgin1,Arc,Arhgap6,Ptn,Fosb,Kcnip3,Stac2,Fbln2,Kctd21,Hck,Colq,Dpt,Spred3,Lama3,Sema4a,Tfec,Atp8a2,Gem,Casz1,Nudt6,Grin3b,Scg5,Calcrl,Traf1,Ramp2,Scn1b,Trim29,Epha3,Heyl,Alpl,Rfx2,Socs1,Sulf2,Dnajc6,Spn,Il1rl2,Opn3,Echdc3,Celf3,Ano1,Nox1,Dyrk3,Scn4b,LOC102553962,Ciita,Siah3,Larp6,Azin2,Tcf23,Nrarp,Hjv,Plcd4,Cd180,Pclo,Gli1,Dkk3,Ggt1,Vtcn1,S100a1,Ppfia3,Ccrl2,Helz2,Apob,Scube2,Glra1
