"",X12656,X12657,X12658,X12659,X12660,X12661,X12662,X12663,X12664,X12665,X12666,X12667
ENSRNOG00000040300,1.22092361115525,0.847735962425701,1.31552107944266,1.08915501695775,1.134401813357,0.526209645396792,1.22821905810504,0.916008925175714,0.748481465972604,1.27460969297078,0.716574808369679,0.953687477508994
ENSRNOG00000023659,0.439532500015891,0.490794504562248,0.3819254746769,0.947091319093699,0.360946031522683,0.43850803783066,0.491287623242015,0.458004462587857,0.665316858642315,0.835089109187755,0.26871555313863,0.602328933163575
ENSRNOG00000029897,1.26976055560146,0.713882915726906,1.31552107944266,0.56825479145622,0.309382312733728,0.263104822698396,1.35104096391554,2.34091169767127,1.9543682722618,2.24155497729345,1.97058072301662,1.65640456619983
ENSRNOG00000053710,3.66277083346576,1.07082437359036,2.03693586494347,1.51534611054992,2.57818593944773,0.701612860529057,0.695990799592854,0.814230155711746,0.665316858642315,1.18670557621418,1.88100887197041,1.40543417738167
ENSRNOG00000014290,0.341858611123471,0.758500597959838,0.297053146970922,0.37883652763748,0.412509750311638,0.570060449179858,0.818812705403358,1.47579215722754,0.956392984298328,0.703232934052846,1.07486221255452,1.10426971079989
ENSRNOG00000014431,1.22092361115525,1.6954719248514,0.891159440912767,2.03624633605145,1.49534784487969,1.92943536645491,1.84232858715755,1.52668154195952,1.16430450262405,1.5383220432406,1.56750739330867,1.90737495501799
ENSRNOG00000040242,0.781391111139362,0.356941457863453,0.80628711320679,0.331481961682795,0.618764625467456,0.65776205674599,0.982575246484029,1.37401338776357,0.790063769637749,0.483472642161332,0.582217031800364,0.451746699872681
ENSRNOG00000015551,2.00231472229462,1.96317801824899,1.01846793247173,2.69921025941704,1.134401813357,1.35937491727505,0.695990799592854,1.42490277249556,0.831646073302894,0.92299322594436,0.940504435985203,0.602328933163575
ENSRNOG00000052007,0.976738888924203,1.02620669135743,0.7638509493538,1.04180045100307,0.77345578183432,1.92943536645491,0.900693975943694,0.61067261678381,0.70689916230746,0.439520583783029,0.403073329707944,1.15446378856352
ENSRNOG00000061685,1.07441277781662,1.38314814922088,0.933595604765756,1.37328241268586,0.928146938201184,1.79788295510571,1.10539715229453,0.86511954044373,0.914810680633183,0.571376758917937,0.627002957323469,1.20465786632715
ENSRNOG00000055972,0.732554166693152,0.133853046698795,0.509233966235867,0.37883652763748,0.206254875155819,0.21925401891533,0.532228258512183,0.407115077855873,0.332658429321157,0.30766440864812,0.403073329707944,0.451746699872681
ENSRNOG00000013304,1.07441277781662,1.02620669135743,1.23064875173668,1.08915501695775,1.08283809456805,0.613911252962924,0.859753340673526,1.98468600454738,1.70487445027093,1.18670557621418,1.43314961673936,1.35524009961804
ENSRNOG00000048072,0.390695555569681,0.490794504562248,0.169744655411956,0.331481961682795,0.309382312733728,0.306955626481462,0.409406352701679,0.458004462587857,0.831646073302894,1.05484940107927,0.403073329707944,1.20465786632715
ENSRNOG00000052726,1.51394527783251,0.803118280192769,0.976031768618745,0.899736753139014,0.309382312733728,0.350806430264528,0.900693975943694,1.37401338776357,1.33063371728463,1.450417926484,0.671788882846574,0.501940777636313
ENSRNOG00000060376,1.02557583337041,1.29391278475502,1.5277018987076,1.13650958291244,1.18596553214596,0.877016075661321,0.859753340673526,1.01778769463968,1.12272219895891,1.01089734270097,0.895718510462098,0.702717088690837
ENSRNOG00000057952,0.586043333354522,0.669265233493974,0.297053146970922,0.331481961682795,0.412509750311638,0.526209645396792,0.77787207013319,0.61067261678381,0.374240732986302,0.879041167566058,0.895718510462098,0.451746699872681
ENSRNOG00000021478,0.781391111139362,1.16005973805622,1.10334026017771,1.08915501695775,1.03127437577909,0.877016075661321,0.900693975943694,1.62846031142349,0.914810680633183,1.84598645188872,0.940504435985203,1.25485194409078
ENSRNOG00000013364,4.3464880557127,2.36473715834538,2.71591448659129,2.88862852323578,3.09382312733728,2.1925401891533,0.655050164322686,0.86511954044373,1.03955759162862,0.659280875674543,1.03007628703141,1.05407563303626
ENSRNOG00000042309,1.61161916672493,1.11544205582329,1.86719120953151,1.42063697864055,0.77345578183432,1.09627009457665,1.51480350499621,0.916008925175714,1.08113989529376,1.450417926484,0.806146659415888,1.70659864396346
