UniqueCount	AmbigCount
51214	6
59497	2
280832	36
101611	8
24679	11
121386	31
86915	8
8848	0
4733	3439
68994	33
40219	7
99	0
82695	9
10	160
13	132
15	174
0	0
0	0
2	0
0	145
0	153
0	106
19	155
115	930
345	780
0	644
752	0
0	0
346	317
126	317
0	31
0	0
0	0
0	0
16	0
1	0
0	0
0	2
0	0
0	0
0	2
0	0
58	107
1640	0
7	0
0	625
0	252
0	279
11	9
0	3
0	9
0	0
0	0
0	579
0	582
750	151
1	0
1	0
0	72
10	79
2	19
0	3
0	3
450	196
0	196
276	697
141	618
1	175
399	83
0	56
0	84
4	89
1	88
0	78
0	30
0	29
0	37
7	615
0	617
2	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
6	0
0	846
10	0
8	0
0	0
1	838
3	846
37	4
2	2
121	324
0	254
0	0
0	321
9	125
217	125
0	704
29	706
0	118
747	118
0	20
0	23
0	15
0	23
0	23
0	1
0	22
0	0
1	0
22	173
23	167
4	18
207	0
49	57
0	0
1	57
8	205
2	48
78	229
615	593
12	207
2	587
72	3
0	3
632	511
0	511
0	0
0	0
0	0
0	0
0	0
0	0
0	0
38	101
0	0
0	9
173	424
0	275
0	88
3	424
333	63
0	63
0	588
2	65
0	371
62	616
179	39
7	39
0	218
4	190
0	191
1	0
0	0
0	0
86	0
0	0
0	29
0	8
0	29
1104	347
1	347
2	469
55	487
0	2
2	2
164	899
26	899
8	17
1	6
0	7
1	38
56	0
264	34
0	10
0	4
0	25
2	1
0	0
0	0
0	0
0	0
0	501
193	508
5	233
0	11
0	2
9	802
13	110
26	692
273	346
190	0
1052	0
68	1335
42	1335
16	683
29	548
22	377
37	90
13	217
14	561
0	0
0	0
0	0
0	0
26	5585
127	5115
2	594
0	220
0	0
1	364
1	0
0	671
4	0
6	5868
39	210
346	146
8	356
0	0
0	0
3	47
829	238
16	207
70	226
1	3
0	0
0	0
0	0
0	67
0	67
66	98
12	98
2181	0
1	5
0	57
0	6
0	73
0	68
271	93
0	54
0	60
0	104
0	60
0	80
0	0
0	0
22	0
2	23
0	18
0	18
0	12
499	528
7	369
14	130
1	234
1	465
0	173
17	2175
0	2450
14007	7206
0	166
0	0
0	0
19	1923
27	1467
87	1867
0	1054
103	84
0	0
0	0
0	727
76	526
0	1004
0	1252
0	222
26	242
0	219
274	2219
4	2219
2	1438
50	1438
1	2607
0	52
0	1694
5	1454
112	18
1	5
7	23
0	0
0	0
0	0
0	0
1	0
0	0
1	1
0	1
0	17
17587	110
15	105
83	1190
26	0
0	1190
214	250
0	248
0	0
0	0
696	0
0	0
48	166
11	323
0	14
20	40
1	34
1	322
22	684
141	684
62	773
17	802
38	802
75	61
0	61
268	0
0	0
0	64
49	64
1232	401
2	20
0	149
0	226
7	1
63	110
63	650
1020	0
431	2
0	2
5	227
0	233
1	35
3	42
3	31
16	196
2	0
0	3436
128	3470
12	3288
7	937
19	766
8	768
0	577
0	45
2	72
163	994
4	425
13	425
5	51
2	432
174	256
431	378
57	122
0	0
2766	2276
14	1131
222	1324
2963	356
7	277
0	19
0	21
9	0
0	2
492	4641
58	4639
2	2014
0	30
0	6
5	30
0	15
0	427
1	51
480	427
9	121
0	117
0	845
32	967
0	4
0	4
0	1
0	4
0	1124
0	1205
30	1028
525	10
109	21
3	11
50	85
0	0
0	85
0	0
11	56
0	56
0	46
0	0
33	1316
6	654
38	606
19	147
2	1115
103	573
171	284
0	19
0	39
33	102
1	279
94	342
145	342
553	0
10	314
5	793
0	343
203	408
68	440
0	440
0	0
9	2607
617	0
343	281
7	281
1014	256
0	256
0	0
0	0
34	6
613	0
3060	0
111	121
0	0
25	19
0	13
0	121
3946	183
4	115
0	115
0	29
475	29
371	18906
1	15741
6	6767
0	0
0	0
0	0
0	0
202	639
15	639
956	2183
0	0
553	287
2	288
2	267
31	136
185	0
0	14
1	14
0	14
1	14
0	0
0	0
557	2772
52	2772
17	71
3	0
0	0
0	0
0	0
1	0
1	0
0	0
0	462
0	1
136	462
0	0
7	0
1645	447
15	446
4	0
26	38
0	964
2	5
0	37
0	947
0	0
3	98
0	99
0	39
16	97
0	94
0	2
5	2
0	18
1	46
0	1
0	62
0	0
82	0
0	1
0	1
9	407
0	49
0	223
4	200
0	407
0	0
0	20
0	17
0	36
7	42
0	0
0	0
2	115
184	116
0	0
707	0
626	0
0	31
34	62
20	59
15	948
18	327
0	60
0	54
29	948
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
569	103
2	0
72	890
7	32
0	0
0	0
19	867
2	506
0	70
0	88
214	847
65	86
0	82
1247	4630
49	2896
70	3431
30	82
33	0
2	382
981	2
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
298	949
6	107
0	949
0	0
0	0
0	0
0	0
4	48
247	48
414	0
0	52
6	50
3	7
0	47
0	52
287	716
8	133
11	588
0	95
4	319
16	174
14	0
114	0
55	797
2634	1115
24	222
0	0
68	0
0	0
0	0
0	0
8	48
2	18
0	48
0	0
233	1077
0	571
99	1648
0	988
41	988
23	387
0	27
42	41
6	428
0	0
0	0
1	0
0	0
0	0
0	0
0	0
9	337
0	10
0	326
4	0
94	48
0	47
79	1540
0	1665
6	758
11	0
18	8
0	1677
2	0
0	0
1	0
6	1272
0	1426
262	368
849	410
1	12
0	12
0	3
0	3
0	0
0	0
269	215
2	1
8	0
689	51
0	51
408	1297
123	1297
366	51
1	14
0	37
0	0
14	218
0	218
0	164
0	33
0	28
0	0
1209	39
3	92
24	0
0	9
0	15
3	15
14	9
586	219
0	170
1719	0
0	0
0	0
742	178
91	3
2	174
0	0
0	8
0	2
1	8
0	1
2	1
7802	820
4	0
6	819
15	312
32	312
0	0
0	0
0	0
971	0
2	15
247	1409
5	1409
1	29
0	104
0	0
0	0
361	237
0	237
0	0
121	0
528	0
17	0
270	179
40	166
0	119
0	642
25	887
0	21
0	21
46	21
3	0
966	617
7	617
252	20
0	4
1	0
0	16
0	0
3	949
0	275
6	0
1	876
1739	150
1	150
265	0
9	1
0	1
0	0
5	0
0	0
77	0
0	673
1	0
3	44
0	713
0	48
0	217
0	2
0	0
0	1
172	224
101	0
54	5235
0	2018
263	4550
2	4082
0	0
0	2066
3	318
6	11
13	0
0	828
147	5420
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	16
2	16
419	0
236	143
1	143
892	364
0	183
0	181
837	187
2	108
1	179
7	0
1	0
0	925
0	925
0	815
0	504
32	1305
0	1427
49	1734
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
16	1008
0	176
0	913
7	78
2	76
2	71
1151	0
26	72
0	71
5	96
42	31
158	31
9380	831
5	349
0	242
4	13
4	0
0	0
0	0
0	0
0	0
21	359
2	56
0	359
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
51	650
0	410
2	16
0	11
4	40
0	0
50	0
6	0
0	376
7	5
0	0
0	5
0	1
0	1
1	1
5	1
983	2
1710	0
0	1032
93	159
65	241
0	26
2	54
0	167
1	29
0	5
0	40
0	6
82	2
0	127
5	126
214	255
3265	1724
4	1724
2876	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	501
0	279
0	0
260	176
1	0
2	45
1	140
0	42
3	25
35	103
0	110
0	78
0	1
206	2002
74	4946
1349	4741
0	57
0	0
0	0
0	2
51	57
1	5
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
136	1254
0	1254
3	0
1769	173
0	172
0	1801
1	13
1	42
108	1801
433	39
0	39
0	0
354	47
0	0
1	47
0	0
28	851
403	851
31	2226
0	19335
0	505
338	19384
7	15353
174	316
2	316
347	605
0	605
0	0
0	1
62	601
0	1
5	1025
46	1070
34	914
7	31
0	0
0	0
0	11
0	5
0	11
0	11
2	0
0	0
0	0
16	827
7	827
0	11
0	11
0	3
0	0
0	3
387	894
4	894
255	0
33	0
6	11
37	112
0	112
0	0
0	0
0	0
453	0
7	0
9214	5
2	0
0	0
25	231
55	240
13	51
19	957
0	957
122	472
1	136
8	69
0	113
1	87
0	70
0	10
8	436
12	0
0	0
0	0
2	0
505	995
144	199
33	1194
0	0
0	0
1297	42
0	27
2	15
0	0
2	29
0	29
0	26
0	3
0	20
0	3
1	21
0	0
0	0
0	0
0	0
0	0
1	38
0	38
0	1
0	0
0	0
0	0
0	0
0	0
2410	888
105	869
0	451
1	727
0	1339
46	261
0	132
0	1215
2	1339
14	11
2	11
354	4
621	325
13	325
0	5
4	8
0	8
2	4
0	4
0	0
0	4
0	3
0	4
0	197
0	1
1	38
18	236
0	0
0	0
0	0
0	0
0	0
174	636
100	124
0	124
873	229
2	5
10	97
0	194
112	161
5	41
23	3903
0	656
0	1
96	449
0	449
17	1
16	1084
18	880
2	69
0	0
0	1043
2323	336
0	73
0	10
3	258
1	17
0	5
0	411
1	392
9	57
0	1
22	408
6	125
18	748
28	748
212	11
1	479
0	10
3	106
0	175
0	530
0	508
3	2
754	30
19	50
3	3903
93	23
0	23
0	0
647	91
2	28
1	63
266	0
0	0
0	0
0	0
0	0
0	0
0	198
24	262
0	262
0	1
0	1989
36	1989
1	0
9	6
0	6
197	148
15	30
0	61
0	117
2340	2
178	1
365	18
4	18
13	2539
209	2539
150	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3753	0
0	0
77	823
0	6
22	821
2	0
2	5
0	5
0	0
0	10
0	2
0	11
20	149
0	0
5	3
9	599
5	18
0	155
6	377
15	449
2	0
0	0
0	0
164	1097
616	1164
2	184
1	137
0	2
1	2
5	55
0	496
0	83
0	77
0	94
5	100
17	19
