"query"	"significant"	"p_value"	"term_size"	"query_size"	"intersection_size"	"precision"	"recall"	"term_id"	"source"	"term_name"	"effective_domain_size"	"source_order"	"parents"	"evidence_codes"	"intersection"	"highlighted"
"1"	"query_1"	"TRUE"	"6.93076335515206e-34"	"4529"	"814"	"355"	"0.436117936117936"	"0.0783837491720027"	"GO:0032501"	"GO:BP"	"multicellular organismal process"	"19132"	"7611"	"GO:0008150"	"IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA IMP IEP ISS ISO IBA TAS NAS IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,ISO IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA IEP ISO IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,ISS IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,ISO,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,ISO IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEP ISO IBA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,ISS ISO IEA"	"ENSRNOG00000017197,ENSRNOG00000018646,ENSRNOG00000018598,ENSRNOG00000014686,ENSRNOG00000002053,ENSRNOG00000013166,ENSRNOG00000014361,ENSRNOG00000027839,ENSRNOG00000001518,ENSRNOG00000005998,ENSRNOG00000019184,ENSRNOG00000004281,ENSRNOG00000006526,ENSRNOG00000005615,ENSRNOG00000016374,ENSRNOG00000019598,ENSRNOG00000050792,ENSRNOG00000003616,ENSRNOG00000057794,ENSRNOG00000002141,ENSRNOG00000003170,ENSRNOG00000002045,ENSRNOG00000007443,ENSRNOG00000007345,ENSRNOG00000007744,ENSRNOG00000004152,ENSRNOG00000033734,ENSRNOG00000012036,ENSRNOG00000056343,ENSRNOG00000014837,ENSRNOG00000026607,ENSRNOG00000018943,ENSRNOG00000003203,ENSRNOG00000004210,ENSRNOG00000013248,ENSRNOG00000004749,ENSRNOG00000008587,ENSRNOG00000008785,ENSRNOG00000012422,ENSRNOG00000025702,ENSRNOG00000020729,ENSRNOG00000008479,ENSRNOG00000004033,ENSRNOG00000037339,ENSRNOG00000058940,ENSRNOG00000016538,ENSRNOG00000032659,ENSRNOG00000014963,ENSRNOG00000000168,ENSRNOG00000057867,ENSRNOG00000020279,ENSRNOG00000023433,ENSRNOG00000004208,ENSRNOG00000008336,ENSRNOG00000007666,ENSRNOG00000017608,ENSRNOG00000002418,ENSRNOG00000028274,ENSRNOG00000016029,ENSRNOG00000013737,ENSRNOG00000031916,ENSRNOG00000019977,ENSRNOG00000016708,ENSRNOG00000030034,ENSRNOG00000005690,ENSRNOG00000026415,ENSRNOG00000054052,ENSRNOG00000002381,ENSRNOG00000001989,ENSRNOG00000004284,ENSRNOG00000008054,ENSRNOG00000020058,ENSRNOG00000013656,ENSRNOG00000016573,ENSRNOG00000046922,ENSRNOG00000010911,ENSRNOG00000010392,ENSRNOG00000010896,ENSRNOG00000013169,ENSRNOG00000014387,ENSRNOG00000007324,ENSRNOG00000011284,ENSRNOG00000000529,ENSRNOG00000032208,ENSRNOG00000004003,ENSRNOG00000020585,ENSRNOG00000005608,ENSRNOG00000016957,ENSRNOG00000015644,ENSRNOG00000009173,ENSRNOG00000031675,ENSRNOG00000007508,ENSRNOG00000010280,ENSRNOG00000047446,ENSRNOG00000029535,ENSRNOG00000002538,ENSRNOG00000021243,ENSRNOG00000017511,ENSRNOG00000047741,ENSRNOG00000013928,ENSRNOG00000018582,ENSRNOG00000059961,ENSRNOG00000007544,ENSRNOG00000039107,ENSRNOG00000023683,ENSRNOG00000037082,ENSRNOG00000012442,ENSRNOG00000042860,ENSRNOG00000011471,ENSRNOG00000004517,ENSRNOG00000027992,ENSRNOG00000017209,ENSRNOG00000049452,ENSRNOG00000002664,ENSRNOG00000016149,ENSRNOG00000059857,ENSRNOG00000042070,ENSRNOG00000009284,ENSRNOG00000022631,ENSRNOG00000008168,ENSRNOG00000003066,ENSRNOG00000006631,ENSRNOG00000004249,ENSRNOG00000017645,ENSRNOG00000014851,ENSRNOG00000029881,ENSRNOG00000059245,ENSRNOG00000017854,ENSRNOG00000003537,ENSRNOG00000014008,ENSRNOG00000002343,ENSRNOG00000047124,ENSRNOG00000037466,ENSRNOG00000046365,ENSRNOG00000007922,ENSRNOG00000018631,ENSRNOG00000002419,ENSRNOG00000049410,ENSRNOG00000004889,ENSRNOG00000024870,ENSRNOG00000056446,ENSRNOG00000018952,ENSRNOG00000039593,ENSRNOG00000010205,ENSRNOG00000014819,ENSRNOG00000008346,ENSRNOG00000017702,ENSRNOG00000019305,ENSRNOG00000006617,ENSRNOG00000015957,ENSRNOG00000022335,ENSRNOG00000014290,ENSRNOG00000008492,ENSRNOG00000016358,ENSRNOG00000002414,ENSRNOG00000020778,ENSRNOG00000010655,ENSRNOG00000002229,ENSRNOG00000014259,ENSRNOG00000032951,ENSRNOG00000009708,ENSRNOG00000008536,ENSRNOG00000032884,ENSRNOG00000013415,ENSRNOG00000025948,ENSRNOG00000006867,ENSRNOG00000013851,ENSRNOG00000003031,ENSRNOG00000009946,ENSRNOG00000012216,ENSRNOG00000020792,ENSRNOG00000004110,ENSRNOG00000015410,ENSRNOG00000004610,ENSRNOG00000058470,ENSRNOG00000023896,ENSRNOG00000013064,ENSRNOG00000058006,ENSRNOG00000013552,ENSRNOG00000040287,ENSRNOG00000013463,ENSRNOG00000006787,ENSRNOG00000055962,ENSRNOG00000011631,ENSRNOG00000036960,ENSRNOG00000003357,ENSRNOG00000017819,ENSRNOG00000019638,ENSRNOG00000003172,ENSRNOG00000027784,ENSRNOG00000005067,ENSRNOG00000004400,ENSRNOG00000011292,ENSRNOG00000051372,ENSRNOG00000028504,ENSRNOG00000029079,ENSRNOG00000003720,ENSRNOG00000004367,ENSRNOG00000018570,ENSRNOG00000054218,ENSRNOG00000017123,ENSRNOG00000032788,ENSRNOG00000005695,ENSRNOG00000001958,ENSRNOG00000012721,ENSRNOG00000005386,ENSRNOG00000029212,ENSRNOG00000010645,ENSRNOG00000005413,ENSRNOG00000016122,ENSRNOG00000004049,ENSRNOG00000020552,ENSRNOG00000020652,ENSRNOG00000045649,ENSRNOG00000011582,ENSRNOG00000004861,ENSRNOG00000010298,ENSRNOG00000000599,ENSRNOG00000015085,ENSRNOG00000057814,ENSRNOG00000006766,ENSRNOG00000014320,ENSRNOG00000004823,ENSRNOG00000020922,ENSRNOG00000009884,ENSRNOG00000001414,ENSRNOG00000015812,ENSRNOG00000003300,ENSRNOG00000011321,ENSRNOG00000007078,ENSRNOG00000017484,ENSRNOG00000008941,ENSRNOG00000001249,ENSRNOG00000037247,ENSRNOG00000042978,ENSRNOG00000008425,ENSRNOG00000020197,ENSRNOG00000015461,ENSRNOG00000017579,ENSRNOG00000061231,ENSRNOG00000002548,ENSRNOG00000008187,ENSRNOG00000021919,ENSRNOG00000061373,ENSRNOG00000016687,ENSRNOG00000002135,ENSRNOG00000052376,ENSRNOG00000020193,ENSRNOG00000010240,ENSRNOG00000018524,ENSRNOG00000025332,ENSRNOG00000020948,ENSRNOG00000003259,ENSRNOG00000003732,ENSRNOG00000017448,ENSRNOG00000004124,ENSRNOG00000002537,ENSRNOG00000024120,ENSRNOG00000026953,ENSRNOG00000019354,ENSRNOG00000012865,ENSRNOG00000019330,ENSRNOG00000013674,ENSRNOG00000006674,ENSRNOG00000013196,ENSRNOG00000004276,ENSRNOG00000007415,ENSRNOG00000009620,ENSRNOG00000010278,ENSRNOG00000006096,ENSRNOG00000020355,ENSRNOG00000014333,ENSRNOG00000010529,ENSRNOG00000012428,ENSRNOG00000032759,ENSRNOG00000017206,ENSRNOG00000003687,ENSRNOG00000014030,ENSRNOG00000003069,ENSRNOG00000007159,ENSRNOG00000001720,ENSRNOG00000008170,ENSRNOG00000012531,ENSRNOG00000005008,ENSRNOG00000020030,ENSRNOG00000003121,ENSRNOG00000012886,ENSRNOG00000050869,ENSRNOG00000004854,ENSRNOG00000003517,ENSRNOG00000017392,ENSRNOG00000020694,ENSRNOG00000043102,ENSRNOG00000017369,ENSRNOG00000016656,ENSRNOG00000020828,ENSRNOG00000007607,ENSRNOG00000048449,ENSRNOG00000013364,ENSRNOG00000020407,ENSRNOG00000010626,ENSRNOG00000051977,ENSRNOG00000025454,ENSRNOG00000009450,ENSRNOG00000007437,ENSRNOG00000006588,ENSRNOG00000012347,ENSRNOG00000019842,ENSRNOG00000016099,ENSRNOG00000003104,ENSRNOG00000016575,ENSRNOG00000004717,ENSRNOG00000004158,ENSRNOG00000043465,ENSRNOG00000011946,ENSRNOG00000004540,ENSRNOG00000019615,ENSRNOG00000051915,ENSRNOG00000011300,ENSRNOG00000019737,ENSRNOG00000008053,ENSRNOG00000054695,ENSRNOG00000021102,ENSRNOG00000030285,ENSRNOG00000052869,ENSRNOG00000015318,ENSRNOG00000000994,ENSRNOG00000013954,ENSRNOG00000002568,ENSRNOG00000012358,ENSRNOG00000006052,ENSRNOG00000036711,ENSRNOG00000024523,ENSRNOG00000014683,ENSRNOG00000056847,ENSRNOG00000020865,ENSRNOG00000048706,ENSRNOG00000004870,ENSRNOG00000026679,ENSRNOG00000010646,ENSRNOG00000043061,ENSRNOG00000025736,ENSRNOG00000009354,ENSRNOG00000021200,ENSRNOG00000010266,ENSRNOG00000027799,ENSRNOG00000025120,ENSRNOG00000015024,ENSRNOG00000049770,ENSRNOG00000016343,ENSRNOG00000015279,ENSRNOG00000012410,ENSRNOG00000005542,ENSRNOG00000013123,ENSRNOG00000013588"	"TRUE"
"2"	"query_1"	"TRUE"	"4.21376318748656e-29"	"4229"	"814"	"327"	"0.401719901719902"	"0.0773232442657839"	"GO:0032502"	"GO:BP"	"developmental process"	"19132"	"7612"	"GO:0008150"	"IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA IMP ISS ISO IBA TAS NAS IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,ISO IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEP ISO IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEP ISO IBA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA"	"ENSRNOG00000017197,ENSRNOG00000058609,ENSRNOG00000018646,ENSRNOG00000018598,ENSRNOG00000002053,ENSRNOG00000013166,ENSRNOG00000014361,ENSRNOG00000027839,ENSRNOG00000001518,ENSRNOG00000005998,ENSRNOG00000019184,ENSRNOG00000004281,ENSRNOG00000006526,ENSRNOG00000005615,ENSRNOG00000016374,ENSRNOG00000019598,ENSRNOG00000050792,ENSRNOG00000003616,ENSRNOG00000057794,ENSRNOG00000003170,ENSRNOG00000002045,ENSRNOG00000007443,ENSRNOG00000007345,ENSRNOG00000004152,ENSRNOG00000033734,ENSRNOG00000012036,ENSRNOG00000056343,ENSRNOG00000014837,ENSRNOG00000018943,ENSRNOG00000003203,ENSRNOG00000004210,ENSRNOG00000027245,ENSRNOG00000013248,ENSRNOG00000004749,ENSRNOG00000008587,ENSRNOG00000008785,ENSRNOG00000012422,ENSRNOG00000010780,ENSRNOG00000025702,ENSRNOG00000012791,ENSRNOG00000020729,ENSRNOG00000008479,ENSRNOG00000004033,ENSRNOG00000037339,ENSRNOG00000016538,ENSRNOG00000014963,ENSRNOG00000057867,ENSRNOG00000015274,ENSRNOG00000023433,ENSRNOG00000004208,ENSRNOG00000014490,ENSRNOG00000008336,ENSRNOG00000007666,ENSRNOG00000017608,ENSRNOG00000002418,ENSRNOG00000028274,ENSRNOG00000016029,ENSRNOG00000013737,ENSRNOG00000031916,ENSRNOG00000019977,ENSRNOG00000016708,ENSRNOG00000009892,ENSRNOG00000030034,ENSRNOG00000016752,ENSRNOG00000026415,ENSRNOG00000054052,ENSRNOG00000002381,ENSRNOG00000001989,ENSRNOG00000004284,ENSRNOG00000008054,ENSRNOG00000020058,ENSRNOG00000013656,ENSRNOG00000016573,ENSRNOG00000046922,ENSRNOG00000010911,ENSRNOG00000010392,ENSRNOG00000010896,ENSRNOG00000013169,ENSRNOG00000014387,ENSRNOG00000007324,ENSRNOG00000011284,ENSRNOG00000000529,ENSRNOG00000032208,ENSRNOG00000004003,ENSRNOG00000020585,ENSRNOG00000005608,ENSRNOG00000020904,ENSRNOG00000003745,ENSRNOG00000015644,ENSRNOG00000009173,ENSRNOG00000007508,ENSRNOG00000047446,ENSRNOG00000029535,ENSRNOG00000002538,ENSRNOG00000047741,ENSRNOG00000013928,ENSRNOG00000018582,ENSRNOG00000059961,ENSRNOG00000006420,ENSRNOG00000039107,ENSRNOG00000023683,ENSRNOG00000037082,ENSRNOG00000014549,ENSRNOG00000002751,ENSRNOG00000042860,ENSRNOG00000011471,ENSRNOG00000004517,ENSRNOG00000027992,ENSRNOG00000017209,ENSRNOG00000049452,ENSRNOG00000002664,ENSRNOG00000049334,ENSRNOG00000016149,ENSRNOG00000059857,ENSRNOG00000009284,ENSRNOG00000022631,ENSRNOG00000008168,ENSRNOG00000003066,ENSRNOG00000006631,ENSRNOG00000017645,ENSRNOG00000014851,ENSRNOG00000059245,ENSRNOG00000017854,ENSRNOG00000003537,ENSRNOG00000014008,ENSRNOG00000002343,ENSRNOG00000020136,ENSRNOG00000018631,ENSRNOG00000014143,ENSRNOG00000002419,ENSRNOG00000004889,ENSRNOG00000018952,ENSRNOG00000039593,ENSRNOG00000010205,ENSRNOG00000021953,ENSRNOG00000014819,ENSRNOG00000008346,ENSRNOG00000017702,ENSRNOG00000019305,ENSRNOG00000008591,ENSRNOG00000006617,ENSRNOG00000016641,ENSRNOG00000031593,ENSRNOG00000011306,ENSRNOG00000022335,ENSRNOG00000008492,ENSRNOG00000016358,ENSRNOG00000002414,ENSRNOG00000048961,ENSRNOG00000015137,ENSRNOG00000014505,ENSRNOG00000047436,ENSRNOG00000014259,ENSRNOG00000008536,ENSRNOG00000032884,ENSRNOG00000013415,ENSRNOG00000016835,ENSRNOG00000006867,ENSRNOG00000021201,ENSRNOG00000013851,ENSRNOG00000003031,ENSRNOG00000009946,ENSRNOG00000012216,ENSRNOG00000020792,ENSRNOG00000004110,ENSRNOG00000015410,ENSRNOG00000058470,ENSRNOG00000023896,ENSRNOG00000011245,ENSRNOG00000013064,ENSRNOG00000013552,ENSRNOG00000040287,ENSRNOG00000013463,ENSRNOG00000006787,ENSRNOG00000055962,ENSRNOG00000011631,ENSRNOG00000036960,ENSRNOG00000003357,ENSRNOG00000019638,ENSRNOG00000003172,ENSRNOG00000027784,ENSRNOG00000005067,ENSRNOG00000011292,ENSRNOG00000051372,ENSRNOG00000028504,ENSRNOG00000029079,ENSRNOG00000000239,ENSRNOG00000003720,ENSRNOG00000004367,ENSRNOG00000018570,ENSRNOG00000017123,ENSRNOG00000005695,ENSRNOG00000001958,ENSRNOG00000012721,ENSRNOG00000005386,ENSRNOG00000029212,ENSRNOG00000010645,ENSRNOG00000005413,ENSRNOG00000004049,ENSRNOG00000020552,ENSRNOG00000020652,ENSRNOG00000045649,ENSRNOG00000028650,ENSRNOG00000004861,ENSRNOG00000010298,ENSRNOG00000000599,ENSRNOG00000015085,ENSRNOG00000057814,ENSRNOG00000014320,ENSRNOG00000020922,ENSRNOG00000009884,ENSRNOG00000001414,ENSRNOG00000015812,ENSRNOG00000003300,ENSRNOG00000007078,ENSRNOG00000017484,ENSRNOG00000019587,ENSRNOG00000008941,ENSRNOG00000001249,ENSRNOG00000037247,ENSRNOG00000008425,ENSRNOG00000020197,ENSRNOG00000015461,ENSRNOG00000017579,ENSRNOG00000061231,ENSRNOG00000002548,ENSRNOG00000008187,ENSRNOG00000021919,ENSRNOG00000061373,ENSRNOG00000002135,ENSRNOG00000052376,ENSRNOG00000020193,ENSRNOG00000010240,ENSRNOG00000018524,ENSRNOG00000025332,ENSRNOG00000020948,ENSRNOG00000003732,ENSRNOG00000017448,ENSRNOG00000024120,ENSRNOG00000019354,ENSRNOG00000012865,ENSRNOG00000005287,ENSRNOG00000013674,ENSRNOG00000006674,ENSRNOG00000013196,ENSRNOG00000004276,ENSRNOG00000010063,ENSRNOG00000010278,ENSRNOG00000020355,ENSRNOG00000010529,ENSRNOG00000012428,ENSRNOG00000032759,ENSRNOG00000017206,ENSRNOG00000003687,ENSRNOG00000059166,ENSRNOG00000037134,ENSRNOG00000007159,ENSRNOG00000001720,ENSRNOG00000008170,ENSRNOG00000012531,ENSRNOG00000005008,ENSRNOG00000020030,ENSRNOG00000003121,ENSRNOG00000012886,ENSRNOG00000050869,ENSRNOG00000004854,ENSRNOG00000003517,ENSRNOG00000017392,ENSRNOG00000002802,ENSRNOG00000020694,ENSRNOG00000043102,ENSRNOG00000017369,ENSRNOG00000016656,ENSRNOG00000007607,ENSRNOG00000048449,ENSRNOG00000013364,ENSRNOG00000020407,ENSRNOG00000010626,ENSRNOG00000051977,ENSRNOG00000025454,ENSRNOG00000006588,ENSRNOG00000012347,ENSRNOG00000019842,ENSRNOG00000016099,ENSRNOG00000003104,ENSRNOG00000016575,ENSRNOG00000004717,ENSRNOG00000004158,ENSRNOG00000043465,ENSRNOG00000011946,ENSRNOG00000009331,ENSRNOG00000004540,ENSRNOG00000019615,ENSRNOG00000051915,ENSRNOG00000011300,ENSRNOG00000019737,ENSRNOG00000008053,ENSRNOG00000054695,ENSRNOG00000021102,ENSRNOG00000030285,ENSRNOG00000052869,ENSRNOG00000015318,ENSRNOG00000013954,ENSRNOG00000045846,ENSRNOG00000002568,ENSRNOG00000012358,ENSRNOG00000006052,ENSRNOG00000024523,ENSRNOG00000014683,ENSRNOG00000003778,ENSRNOG00000056847,ENSRNOG00000020875,ENSRNOG00000048706,ENSRNOG00000004870,ENSRNOG00000043061,ENSRNOG00000025736,ENSRNOG00000009354,ENSRNOG00000027799,ENSRNOG00000025120,ENSRNOG00000015024,ENSRNOG00000049770,ENSRNOG00000016343,ENSRNOG00000047697,ENSRNOG00000049277,ENSRNOG00000005542,ENSRNOG00000013123,ENSRNOG00000000456"	"FALSE"
