UniqueCount	AmbigCount
50780	7
57218	0
196896	0
98634	3
38364	42
135471	39
83409	0
8711	0
3754	3619
77768	33
38001	0
205	0
70369	0
13	133
26	117
15	138
0	0
0	0
0	0
0	76
0	78
0	51
2	80
97	935
206	775
0	613
544	0
0	0
451	539
106	539
1	36
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
39	123
1939	0
0	1
2	635
0	286
1	317
3	13
3	11
0	11
1	0
0	0
0	585
0	585
543	97
1	2
3	0
0	37
0	58
1	19
0	0
0	1
286	133
1	133
233	413
65	360
0	106
509	100
5	56
0	101
2	115
4	114
0	96
0	40
0	47
0	54
1	650
0	655
0	0
0	0
0	0
1	1
0	4
0	0
0	0
0	5
6	10
0	669
30	0
15	0
2	0
3	653
4	669
25	4
3	0
117	387
0	271
0	0
0	387
0	134
295	134
0	722
24	728
0	51
568	51
0	45
0	46
0	32
0	46
0	39
0	2
0	45
0	0
0	0
21	183
31	180
0	12
127	1
8	20
0	0
0	20
7	255
2	47
122	274
850	684
16	195
16	677
230	0
3	0
514	487
0	487
0	0
0	0
0	0
0	0
0	0
0	0
0	0
30	121
0	0
0	27
173	460
0	293
0	91
0	460
157	28
0	28
0	648
0	61
0	420
69	672
218	63
15	63
0	236
0	212
0	221
0	0
0	0
0	0
67	0
0	0
0	8
1	1
0	8
1200	269
1	269
7	588
69	590
1	3
1	0
119	806
13	806
5	23
0	2
0	1
2	29
30	0
193	13
0	1
0	0
1	13
0	1
0	0
0	0
0	0
0	0
0	492
173	497
6	401
3	9
0	0
7	642
20	96
24	546
203	490
798	0
823	0
36	600
3	600
51	587
22	475
8	261
28	97
5	197
34	492
0	0
0	0
0	0
0	0
18	4281
77	4018
1	426
0	138
0	0
1	288
0	0
13	452
3	0
14	4474
18	227
432	151
6	378
0	0
0	0
4	24
786	229
12	199
40	226
1	1
0	0
0	0
0	0
0	26
0	26
95	108
5	108
3013	0
0	1
0	50
0	2
0	78
0	77
204	85
2	50
0	47
0	117
0	44
0	97
0	0
0	0
30	0
0	17
0	11
0	14
0	8
375	616
12	408
6	81
4	267
0	560
9	203
9	2230
0	2514
13329	7953
0	144
0	0
0	0
16	2140
13	1584
103	2132
0	1215
78	85
0	0
0	0
0	504
160	556
0	696
0	1060
1	306
24	331
1	314
225	1379
9	1379
2	1208
49	1208
7	2172
0	29
0	1413
12	1213
846	69
12	33
14	102
0	0
0	0
0	0
0	1
0	1
0	1
0	3
0	3
0	23
11188	51
2	51
77	932
12	0
1	932
153	199
0	199
0	0
0	0
775	0
0	0
41	144
2	226
0	12
2	12
0	9
0	225
13	592
94	592
80	694
12	713
37	713
83	76
0	76
72	0
0	0
1	146
70	146
1128	340
1	21
0	123
0	185
0	1
64	49
26	491
713	0
484	8
0	8
2	222
0	223
2	9
0	21
2	15
14	202
1	0
7	2371
82	2384
1	2240
3	758
13	576
11	583
6	446
0	30
4	51
152	790
4	295
1	295
8	107
0	299
85	181
461	257
38	76
0	0
3286	2011
4	1125
63	1101
3315	282
6	247
0	10
0	10
10	0
0	0
552	5534
39	5534
3	2471
0	169
0	29
29	167
1	42
0	392
1	28
456	392
13	184
0	181
0	903
17	1053
0	0
0	0
0	0
0	0
0	1215
0	1270
31	1019
948	10
149	19
7	9
22	66
0	0
0	66
0	0
22	85
0	85
0	62
0	0
11	1243
8	648
25	614
34	130
0	1067
73	491
212	408
0	22
0	36
45	128
9	400
81	338
198	338
397	0
14	334
6	597
0	353
392	424
79	575
0	575
0	0
3	2172
486	0
346	227
4	227
1279	331
0	331
0	0
0	0
11	11
736	0
5955	0
188	78
0	2
17	18
0	16
0	78
3892	142
2	123
0	123
1	21
382	21
290	18370
1	15229
4	8209
0	0
0	0
0	0
0	0
155	783
7	783
598	1082
0	0
569	275
1	275
4	262
9	141
662	0
0	22
3	21
0	22
0	20
0	0
0	0
416	3683
35	3683
6	43
4	0
0	1
0	1
0	1
0	0
0	3
0	2
0	289
0	2
70	289
6	0
1	0
1567	351
5	349
4	2
4	41
0	841
2	4
2	24
0	849
0	0
10	148
0	148
0	61
53	148
0	148
0	0
1	1
0	12
0	55
0	5
0	59
0	0
109	0
0	2
0	2
1	480
0	64
0	245
1	218
0	480
0	0
0	82
0	86
0	146
16	175
0	0
0	0
8	122
220	123
0	0
674	0
534	0
0	8
9	20
6	20
7	919
14	99
0	96
0	69
9	919
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
407	94
9	0
42	629
10	24
0	0
0	0
37	667
0	376
0	57
0	72
175	657
98	93
0	87
920	4315
53	2176
11	2917
29	37
17	1
2	499
682	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
208	945
3	86
0	945
0	0
0	0
0	0
0	0
13	76
373	76
629	0
0	118
6	118
