UniqueCount	AmbigCount
56160	5
61521	5
321836	28
108052	12
28003	24
127568	36
96376	7
10545	0
4690	4247
75849	47
45559	6
130	1
93611	10
17	155
21	128
3	168
0	0
1	0
0	0
0	150
0	158
0	117
19	159
136	952
347	783
0	626
662	0
6	0
365	415
60	413
10	47
0	0
0	0
0	0
14	1
0	1
0	0
7	0
0	0
0	0
0	0
0	0
77	156
1734	0
3	0
0	687
0	287
2	325
12	12
4	9
0	12
0	1
0	1
0	634
0	637
857	220
1	6
0	0
0	125
5	89
2	34
0	5
0	4
417	143
0	143
295	746
87	655
2	190
380	73
4	53
0	73
4	103
0	103
0	94
0	49
0	41
0	53
6	716
0	721
6	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	977
10	0
12	0
2	0
1	964
2	977
38	7
15	7
105	324
0	244
0	0
0	322
2	109
217	109
0	803
24	808
0	118
829	118
1	19
0	22
0	15
0	20
0	21
0	3
0	21
0	0
0	0
14	171
18	164
4	27
199	1
53	63
0	0
0	63
9	253
1	45
81	277
638	642
13	222
5	638
46	0
0	0
565	536
0	536
0	0
0	0
0	0
0	1
0	1
0	0
0	0
64	156
0	0
0	20
124	375
0	254
0	67
0	375
364	85
1	85
0	692
11	77
0	418
71	702
146	38
10	38
0	220
8	198
1	191
1	0
0	0
0	0
95	0
0	0
0	40
0	3
0	40
1202	389
0	389
3	487
73	495
0	5
0	0
196	989
38	989
5	14
4	5
0	4
1	26
59	0
273	39
0	11
0	3
1	28
0	0
0	0
0	0
0	0
0	0
4	634
169	641
1	50
2	16
0	2
4	806
11	96
35	710
240	366
150	0
1002	0
71	1230
45	1230
24	646
24	492
15	336
31	78
12	255
11	496
0	0
0	0
0	0
0	0
20	5895
117	5503
3	627
0	211
0	0
0	356
0	0
10	697
7	0
6	6170
24	258
384	144
7	402
0	0
0	0
4	41
768	273
12	240
50	261
0	3
0	0
0	0
0	0
0	74
0	74
84	130
13	130
2232	0
2	2
0	42
0	4
0	53
0	51
223	115
1	79
1	80
0	146
1	55
0	127
0	0
0	0
41	0
2	14
0	9
0	11
0	6
383	630
17	420
7	118
5	274
0	561
2	235
27	2464
0	2755
12688	7290
0	184
0	0
0	0
19	2144
37	1610
129	2092
0	1236
73	110
0	0
0	0
0	690
73	574
0	1001
0	1265
10	269
28	288
0	270
337	2253
2	2253
4	1536
57	1536
1	2621
0	51
0	1722
4	1499
102	18
0	10
9	28
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	14
18987	111
24	107
93	1189
21	0
6	1189
212	274
0	271
0	0
0	0
701	0
0	0
34	184
9	348
0	18
9	36
0	34
1	343
27	653
148	653
91	801
26	832
35	830
81	58
0	58
247	0
0	0
0	75
23	75
1223	439
1	27
0	194
0	267
7	0
37	77
45	496
1109	0
343	0
0	0
1	236
1	238
1	23
4	46
9	33
8	195
1	0
7	3560
162	3580
11	3401
2	1000
26	801
7	847
0	633
0	36
3	68
189	1081
2	498
9	498
7	62
4	500
196	168
396	284
50	116
0	0
2874	2184
10	1095
129	1310
2827	412
7	335
0	18
0	17
16	0
0	0
501	4354
52	4354
11	1923
0	24
0	5
2	24
0	6
0	451
4	45
580	451
11	113
0	113
0	982
24	1110
0	0
0	0
0	0
0	0
0	1225
0	1306
25	1088
592	16
100	26
13	10
55	70
0	0
0	70
0	0
2	85
0	85
0	70
0	0
16	1231
3	691
35	624
15	129
1	1006
96	589
135	320
0	8
0	32
34	136
0	318
88	402
149	402
542	0
9	276
5	797
0	306
289	378
55	455
0	455
1	0
11	2621
614	0
431	267
4	267
982	283
0	283
0	0
0	0
21	5
607	0
3120	1
102	167
1	5
27	25
0	20
0	167
4015	232
11	142
0	142
0	43
473	43
361	17708
3	14731
2	7305
0	0
0	0
0	0
0	0
183	746
14	746
1126	2320
0	0
631	287
1	286
1	264
42	117
193	0
0	27
0	27
0	26
0	26
0	0
0	0
570	3035
49	3035
7	72
2	1
0	1
0	1
0	2
0	2
0	2
0	3
0	472
1	1
81	472
0	0
15	0
1654	421
3	420
10	1
24	53
0	875
2	4
0	40
0	901
0	0
4	122
0	122
0	35
14	122
0	118
0	1
3	0
0	28
2	54
0	7
1	70
0	0
70	0
0	1
2	1
8	428
0	69
0	218
5	179
0	427
0	0
0	23
0	47
0	59
2	74
0	0
0	0
1	69
256	74
0	0
682	0
606	0
0	46
33	88
20	88
8	1022
14	461
0	81
2	55
20	1022
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
623	161
12	0
104	907
8	58
0	0
0	0
58	1043
0	580
0	72
0	126
216	1031
57	133
