UniqueCount	AmbigCount
54349	3
59569	3
304221	15
107734	3
27595	35
127715	42
94259	6
8871	4
4386	3740
72832	32
45113	2
128	1
93959	4
20	186
16	138
3	200
0	0
6	0
0	0
2	149
0	149
1	112
17	153
115	958
375	771
0	570
635	0
1	0
304	400
101	400
4	32
0	0
0	0
0	0
14	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
65	138
2191	0
0	1
2	681
0	355
2	399
7	18
4	13
0	18
0	0
0	0
0	641
0	636
861	203
1	3
4	0
0	114
3	86
6	30
2	4
0	5
481	173
0	173
258	804
133	695
0	215
474	121
2	89
0	121
0	98
1	98
2	84
0	44
0	43
0	49
3	683
0	698
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
1	961
4	0
5	0
3	0
0	939
9	961
16	1
1	1
88	369
0	280
0	0
0	367
0	127
244	127
0	801
36	819
0	123
836	123
0	30
0	33
0	27
0	32
0	29
0	5
0	31
0	0
0	0
10	235
32	227
6	23
155	0
41	83
0	0
0	83
14	209
4	42
65	227
816	567
23	236
7	566
65	0
0	0
586	567
0	567
0	0
0	0
0	0
0	0
0	0
0	0
0	0
41	135
0	0
0	14
108	462
0	304
0	86
1	461
357	98
0	98
0	689
5	89
0	448
79	746
158	40
9	40
3	251
9	233
0	219
1	1
0	0
0	1
96	0
2	0
0	20
0	3
0	20
1244	425
3	425
13	547
67	576
2	3
0	0
257	1079
38	1079
4	10
0	3
2	2
0	51
75	0
291	39
2	15
0	10
0	24
1	0
0	0
0	0
0	0
0	0
5	716
179	733
1	45
0	22
1	0
7	959
10	160
24	802
255	443
111	0
1059	0
85	1245
32	1245
19	713
23	528
13	381
19	109
6	273
13	552
0	0
0	0
0	0
0	0
27	6698
127	6272
3	702
0	269
0	0
1	514
4	0
1	808
3	0
10	6971
49	291
410	162
12	453
0	0
0	0
8	64
899	274
9	253
60	264
3	2
0	0
0	0
0	0
0	68
2	68
78	125
5	125
2214	0
3	2
0	44
0	2
0	52
0	50
230	100
0	65
0	65
0	112
0	55
0	91
0	0
0	0
29	0
0	11
0	8
0	8
0	5
443	664
11	444
10	123
0	280
0	608
7	242
28	2506
0	2852
13554	7687
0	201
0	0
0	0
10	2358
34	1839
114	2301
1	1429
109	124
0	0
0	0
0	858
70	536
0	1151
0	1394
4	281
26	316
0	296
294	2315
5	2315
3	1719
54	1719
0	2742
1	34
0	1855
14	1558
168	35
4	13
12	48
0	0
0	1
0	1
0	0
1	0
0	0
1	12
0	12
0	9
20748	183
14	183
89	1376
47	0
6	1376
255	285
0	283
0	0
0	0
786	0
0	0
38	201
18	336
0	27
4	43
0	41
1	329
45	602
150	602
86	874
27	900
48	898
77	91
0	91
279	0
0	0
1	76
25	77
1370	415
0	34
1	186
0	272
4	1
45	58
37	368
1302	0
446	1
0	1
8	233
1	233
4	25
6	43
2	25
12	196
2	0
2	3998
181	4011
15	3799
1	954
18	784
12	799
0	568
2	56
1	111
155	1037
3	576
17	576
4	44
0	571
158	258
418	428
62	170
0	0
2631	2532
19	1187
162	1596
2907	315
5	245
0	15
1	17
10	0
0	0
582	4744
98	4744
5	2129
0	39
0	6
5	39
1	12
0	511
1	53
456	511
5	103
0	100
0	1046
47	1165
0	0
0	0
0	0
0	0
0	1270
0	1342
37	1037
532	15
106	26
11	12
37	72
0	3
0	69
0	0
3	110
0	110
0	93
0	0
18	1361
11	783
44	740
35	208
3	1125
117	661
140	421
0	17
0	47
49	165
2	409
91	384
143	384
631	0
4	274
2	335
0	296
259	365
43	485
1	485
0	0
14	2742
640	0
351	320
2	320
1126	285
0	285
0	0
0	0
26	0
817	0
3476	0
122	152
0	4
23	30
0	23
0	152
4180	216
6	139
0	139
0	39
544	39
409	18550
0	15027
5	8523
0	0
0	0
0	0
0	0
189	835
10	835
1084	2609
0	0
627	301
5	300
1	279
59	164
188	0
0	33
3	33
0	33
0	33
0	0
0	0
445	3196
68	3196
6	89
0	2
0	3
0	3
0	1
0	1
1	1
4	2
0	466
0	1
114	468
0	0
6	0
1858	448
7	444
