UniqueCount	AmbigCount
44821	2
49061	4
265694	9
97941	7
27237	25
104256	26
88267	4
8281	1
3740	3642
60626	31
37979	5
138	0
80047	7
14	138
14	105
0	144
0	0
3	0
0	0
0	128
0	142
1	87
18	143
104	867
313	728
0	588
626	0
0	0
300	350
96	350
0	39
0	0
0	0
0	0
18	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
58	126
1498	0
0	1
4	590
0	258
0	281
6	8
7	4
0	8
1	2
0	2
0	546
0	545
751	199
3	2
0	0
0	111
8	86
4	26
0	4
0	3
408	118
1	118
262	724
101	632
0	175
392	94
0	65
0	94
2	86
5	83
0	78
0	29
0	20
0	27
2	613
0	621
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	781
14	0
9	0
1	0
2	764
11	781
27	0
1	0
104	306
0	240
0	5
0	302
1	105
228	105
0	676
13	685
0	102
695	102
0	23
0	25
0	10
0	25
0	24
0	1
0	23
0	0
0	0
8	185
37	177
7	28
174	0
27	52
0	0
0	52
8	244
3	39
63	255
553	522
10	208
7	515
40	0
1	0
473	479
0	479
0	0
0	0
1	0
0	1
0	1
0	0
0	0
25	127
0	0
0	19
128	410
0	272
0	75
1	410
280	56
0	56
0	563
0	76
0	331
53	579
145	41
9	41
1	186
3	160
0	173
0	0
0	0
0	0
53	0
0	0
0	25
0	3
0	25
906	313
2	313
3	424
33	434
0	2
1	1
154	837
24	837
12	14
0	5
0	4
0	23
39	0
187	37
0	12
0	2
0	25
0	0
0	0
0	0
0	0
0	0
4	560
158	570
1	266
0	18
0	1
4	706
11	104
28	603
205	444
139	0
859	0
75	1040
22	1040
13	621
25	472
8	324
28	112
5	237
10	491
0	0
0	0
0	0
0	0
20	5085
103	4825
1	546
0	182
0	0
4	336
0	0
3	592
7	0
1	5285
41	191
330	159
16	350
0	0
0	0
9	45
696	239
2	206
39	223
2	3
0	0
0	0
0	0
0	88
0	88
60	102
6	102
1835	0
0	4
0	48
0	7
0	58
0	54
188	101
0	69
0	41
0	95
0	58
0	81
0	0
0	0
27	0
0	8
0	3
0	6
0	1
316	579
10	450
14	77
4	327
2	556
0	240
9	2039
0	2325
11409	6740
0	163
0	0
0	0
12	1792
34	1370
86	1752
1	1098
81	85
0	0
0	0
0	554
48	416
0	772
0	969
2	213
24	232
0	226
242	2145
1	2145
5	1256
28	1256
1	2223
2	46
0	1403
7	1174
99	22
1	10
8	32
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	13
15983	110
8	109
83	1003
20	0
3	1003
147	214
0	206
0	0
0	0
527	0
0	0
29	163
13	319
0	28
13	38
0	33
0	316
22	545
101	545
67	699
27	725
30	725
49	56
0	56
211	0
0	0
0	71
32	71
1213	392
2	33
0	174
0	244
0	0
28	87
55	398
865	0
318	3
0	3
0	197
5	206
1	32
2	40
2	31
11	170
0	0
0	3074
122	3083
11	2910
11	814
19	680
4	693
0	514
0	31
1	72
129	893
4	485
13	485
5	36
3	478
78	150
336	280
44	130
1	0
2425	2098
9	990
97	1359
2614	331
5	275
0	11
0	12
9	0
0	0
551	3947
62	3947
2	1814
0	31
0	6
3	31
0	7
0	425
0	58
465	425
10	112
0	108
0	920
22	1009
0	0
0	0
0	0
0	0
0	1061
0	1158
30	947
515	15
101	19
13	5
37	63
0	0
0	63
0	0
5	66
0	66
0	48
0	0
16	1233
2	722
36	685
32	167
1	1020
144	620
142	327
0	17
0	47
21	133
2	322
61	275
128	275
562	0
4	248
7	359
0	263
239	364
53	430
0	430
0	0
14	2223
521	0
383	287
1	287
873	239
0	239
0	0
0	0
28	1
539	0
2760	0
82	115
0	2
17	31
0	26
0	115
3508	183
4	148
0	148
0	27
401	27
532	17009
1	13977
4	8151
0	0
0	0
0	0
0	0
191	770
19	770
840	1977
0	0
433	269
0	268
3	254
24	132
148	0
0	22
0	22
0	22
1	21
0	0
0	0
454	2476
31	2476
9	54
1	0
0	1
0	1
0	0
0	0
0	3
0	3
0	381
0	0
84	381
0	0
14	0
1544	340
12	338
2	2
16	30
3	813
2	5
1	46
0	804
1	0
2	68
0	69
1	28
8	69
0	68
1	0
8	1
0	26
0	43
0	5
1	59
0	0
95	0
0	3
0	3
3	358
0	44
1	201
2	182
0	358
0	0
0	21
0	21
0	42
6	45
0	0
0	0
4	84
199	85
0	0
590	0
424	0
0	30
24	60
14	58
7	929
12	231
0	92
0	43
12	929
0	0
0	0
0	0
0	0
0	0
0	0
2	0
1	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
604	113
3	0
94	696
5	49
0	0
0	0
42	879
0	548
0	108
0	78
220	870
46	69
0	67
1257	4461
24	1996
10	3281
19	108
43	0
4	817
863	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
239	832
5	112
0	832
0	0
1	0
0	0
0	0
10	46
192	46
356	0
0	36
0	31
1	8
0	30
0	36
247	595
10	125
16	484
3	82
4	220
1	121
1	0
106	0
47	754
2373	970
20	217
0	0
70	0
0	0
0	0
0	0
7	63
10	17
0	63
0	0
268	803
0	459
77	1262
0	817
37	817
15	315
0	20
33	31
2	345
1	0
0	0
0	0
0	0
0	0
0	0
0	0
9	344
0	16
0	340
1	0
85	39
4	39
46	1682
0	1816
4	1076
10	0
20	10
0	1816
1	0
0	0
0	0
14	1406
0	1564
199	360
732	408
2	10
0	10
0	1
0	1
0	0
0	0
193	55
1	2
2	0
534	55
0	55
244	1187
126	1187
330	55
0	10
0	45
1	0
21	170
0	170
1	127
0	23
1	16
0	0
1233	34
8	80
17	0
0	5
0	16
0	16
18	6
437	241
0	192
1539	0
1	0
0	1
640	165
89	2
2	163
0	0
0	8
4	6
0	4
0	0
0	0
6100	687
5	0
4	687
3	266
16	266
0	0
0	0
0	0
839	0
0	9
207	1345
13	1345
1	35
0	149
0	0
0	0
355	199
0	199
0	0
102	0
534	0
13	0
213	193
34	188
3	130
0	522
12	750
0	8
0	8
42	8
1	0
774	619
4	619
201	18
4	6
1	0
0	12
0	1
0	787
0	252
3	0
2	708
1508	213
1	211
131	0
4	1
0	1
0	0
4	0
0	0
64	0
0	573
2	0
0	42
0	604
0	42
0	181
0	0
0	0
0	1
144	184
140	0
32	4917
0	1959
231	4505
2	3937
1	0
0	1934
1	346
7	15
16	0
1	575
98	5056
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	30
0	30
357	0
165	138
0	138
843	303
0	151
0	152
728	163
